# LAST EDIT: 2021/04/11 - SUPERNOVA
#############
# BUILDINGS #
#############
###ÄNSI
#
# WONDERS
#Wonder Upgrades
ca_colony_ave_4;Avelorni Archer Detatchment;;;;;;;;;x
ca_colony_ave_1_desc;The Sisters of Avelorn are the Everqueen's elite bodyguards, designated to protect their Everqueen whatever the cost. They also make for elite soldiers in Avelorni hosts.;;;;;;;;;x
ca_colony_cul_1_desc;All manner of veteran warriors, from Nagarythi Shadow Warriors to Tiranoci Charioteers, find themselves leaving Ulthuan and we would be foolish to not take advantage of their skills.;;;;;;;;;x
ca_colony_cul_1;Ulthuan Veteran Detatchment;;;;;;;;;x
ca_colony_cul_2;Ulthuan Veteran Detatchment;;;;;;;;;x
ca_colony_cul_3;Ulthuan Veteran Detatchment;;;;;;;;;x
ca_colony_cul_4;Ulthuan Veteran Detatchment;;;;;;;;;x
ca_lothern_seaguard;Lothern Sea-Guard;;;;;;;;;;;;;x
ca_lothern_seaguard_desc;Lothern is home to the mighty Sea-Guard, a maritime military force charged with both protecting the mighty city of Lothern and manning its great war-fleets. The City of Lothern is also the central trade hub of Ulthuan, and under the watchful gaze of the Sea-Guard, untold riches flow into this realm.;;;;;;;;;;;;;x
ca_caledor_dragonprinces;Dragon Princes of Caledor;;;;;;;;;;;;;x
ca_caledor_dragonprinces_desc;Caledor was once the mightiest of the Elven realms, due to its wizard-princes being able to summon the power of the mighty dragons which dwelt in the volcanic mountains of their realm. Now the dragons slumber for the most part and their numbers are greatly reduced, but the Dragon Princes are still amongst the finest warriors of Ulthuan, riding into battle on great mail-clad warhorses. It is said that the Dragon Princes are the only contingent in the Elf army which does not have to lower its banners in deference to the Phoenix King, such is their pride and great power.;;;;;;;;;;;;;x
ca_tor_anroc;Tor Anroc;;;;;;;;;;;;;x
ca_tor_anroc_desc;Tor Anroc is the capital of Tiranoc. Half-destroyed during the sundering, it has since been rebuilt and was for a time the capital of Ulthuan under the Phoenix King Bel Shanaar. It's proud warriors still maintain a large force of chariots which are constantly patrolling the land seeking out Druchii raiders, and are also ever at the forefront of the Phoenix King's wars.;;;;;;;;;;;;;x
tr_warrior_cult;Warrior Cult;;;;;;;;;;x
#
# BRETONNIAN UNIQUE BUILDINGS
#
ca_couronne;Couronne;;;;;;;;;x
ca_couronne_desc;The traditional capital of Bretonnia, Couronne is a large sprawling city heavily protected by a formidable series of bastions and towers spread out over the high walls. At the centre of the city lies the king's palace, a large citadel which allows the monarch to observe the lowly peasants beneath them from a safe distance. The city of Couronne also stands out for being one of the few clean cities in Bretonnia, something it owes to the great temple of Shallya and to the natural springs which can be found throughout the city.It is commonly said that the people of Couronne are born in the saddle, an exaggeration but one that holds some element of truth as the Couronnians are famed throughout the land as experts on equine matters. Other Bretonnians would call them obsessed with horses but even they cannot question the fine skill of Couronnian horsemen.;;;;;;;;;x
ca_languille;L'Anguille;;;;;;;;;x
ca_languille_desc;First established by the High Elves as a trading port, the city of L'Anguille is truly one of the wonders of the Old World and still one of the main trading ports. The most obvious landmark in the city is that of the three-hundred feet tall lighthouse and the high walls that extend from it to surround the city. Both walls and lighthouse were constructed by the Elves and so bear the familiar signs of their fine craftsmanship which stands in stark contrast to the more recent and human built buildings within the walls. The oldest of the buildings inside the walls is castle itself which is located on a small island in the middle of the harbour, commanding the entire bay with its impressive defences.;;;;;;;;;x
ca_brionne;Brionne;;;;;;;;;x
ca_brionne_desc;Much like the other cities in the dukedom, Brionne is a city based around beauty rather than practicality. Nevertheless, the castle at the heart of the city remains a surprisingly well-defended fortress despite its beautiful exterior. The entire city is set upon a hilly peninsula that is only joint to the mainland through a narrow and easily defended neck, the land around forming a natural harbour. Due to the regions strategic position, the Dukes of Brionne are tasked with maintaining a fleet of warships to patrol the southern coast from whomever would disturb the realm.;;;;;;;;;x
ca_lyonesse;Castle Lyonesse;;;;;;;;;x
ca_lyonesse_desc;Castle Lyonesse is located on the north-west coast of Bretonnia, built upon a large island just off the mainland. As a result of this naturally defensive position, the castle is heavily fortified both by its natural defenses and those established by the Duke such as the huge keep at the peak of the island. At the high tide it is possible for small boats to sail right up into the outer courtyards whilst at low tide the sea sweeps back revealing ruins on the sea bed, thus any invading army must time their attack to avoid being stuck in either the high or low tides.;;;;;;;;;x
ca_montfort;Montfort;;;;;;;;;x
ca_montfort_desc;The castle and town of Montfort are located on the Bretonnian side of the Axe Bite Pass, a crucial defensive location against both greenskins attacking from the grey mountains as well as the Empire, a realm with whom Bretonnia has been at war with just as much as they have allied with. Due to this strategic location, Montfort Castle is one of the best human constructed fortification in the Old World. Spreading out from the massive keep are five tiers of giant sixty feet walls which have been firmly constructed into the rock itself, protecting the large town of Montfort from any hostile invaders. Naturally the Bretonnians here have decided that their hard work has earned them the right to exact heavy tolls on merchants or any other traveller that braves the dangerous but utterly important pass. Ironically and in a true Bretonnian fashion, this also includes the towns own citizens who pay much in order to gain access to the inner sections of Montfort.;;;;;;;;;x
ca_parravon;Parravon;;;;;;;;;x
ca_parravon_desc;The impressive Bretonnian city of Parravon has been carved directly into the living rock from an outcrop of the Grey Mountains. Castle Parravon dominates the stunning city below from its high vantage point at the peak of the outcrop, tunnels stretching far down into the heart of the mountain further increasing its defensive capabilities. Parravon is also famous for its Pegasus Knights as the noble creatures themselves can be found in the nearby section of the Grey Mountains more so than anywhere else in Bretonnia.;;;;;;;;;x
ca_artois;Artois;;;;;;;;;x
ca_artois_desc;Built in the midst of the beastmen infested Forest of Arden, Castle Artois is a well-fortified keep that has withstood its share of battles. The castle's real focus however is around providing safe accommodation for the Duke and his many mounted warriors, yeoman and knights alike, who ride out on endless hunts against the beastmen of the forest.;;;;;;;;;x
ca_bordeleaux;Bordeleaux;;;;;;;;;x
ca_bordeleaux_desc;The bustling port of Bordeleaux holds much in common with many of the other major ports in Bretonnia being built off of ancient Elven ruins from the time long ago where they lorded over this land. The mighty castle of the Duke rests atop a cliff that rises over the main harbour, the countless siege weapons on its walls being able to reach any point in the city and the bay. Over the years, Bordeleaux has found itself in an ongoing commercial rivalry between itself and the great northern port of L'Anguille, a rivalry that Bordeleaux has always been on the losing end of.;;;;;;;;;x,
ca_gisoreux;Gisoreux;;;;;;;;;x
ca_gisoreux_desc;The city of Gisoreux is a bustling city filled with merchants and travellers from all across the Old World with it even being said that there are more Imperial traders in Gisoreux than any other city in Bretonnia. The massive bulk of Castle Gisoreux dominates the entire city, a single curtain wall runs for well over a mile long, enclosing two large keeps that provide accommodation and protection for many of the local dignitaries.;;;;;;;;;x
ca_mousillon;Mousillon;;;;;;;;;x
ca_mousillon_desc;Mousillon is a cursed, impoverished land that is plagued by constant misfortunes, disease and the attention of dark powers. A backwater region filled with marshes, bogs, and swamps.;;;;;;;;;x
ca_antoch;Antoch;;;;;;;;;x
ca_antoch_desc;The mighty city and fortress of Antoch was founded at the conclusion of the Crusades when the victorious Old Worlders vanquished the evil and perverted Sultan Jaffar. Disgusted at the evil that they found in Araby, the victorious knights tore down idols, burned whole libraries of dangerous books, and eventually retreated to the untainted lands of Bretonnia and the Lady of the Lake. However, some knights, driven into a frenzy of righteousness by the black-hearted evil and sickening decadence of the Arabyans, decided to remain and build a mighty fortress of virtue that would stand forever against the resurgence of darkness in the lands of Araby.;;;;;;;;;x
tp_shallya_centre;The Great Temple of Shallya;;;;;;;;;x
tp_shallya_centre_desc;The Bleeding Heart of Shallya's Cult is in Couronne. Although the Cult attracts many worshippers and is wealthy, the cultists are uninterested in politics and rarely use their influence.;;;;;;;;;x
tp_enchantress_chapel;The Chapel of the Enchantress;;;;;;;;;x
tp_enchantress_chapel_desc;Rumour has it that this exquisite Grail Chapel is visited by the Fay Enchantress herself. Such tales ensure a steady stream of pilgrims to Quenelles.;;;;;;;;;x
#
# BRETONNIAN BUILDINGS
#
ca_peasant_bows_1;Archery Range;;;;;;;;;x
ca_peasant_bows_2;Archery Range;;;;;;;;;x
ca_peasant_bows_3;Archery Range;;;;;;;;;x
ca_peasant_bows_4;Archery Range;;;;;;;;;x
ca_peasant_bows_1_desc;In Bretonnia, it is considered below the nobility to practice archery, so this duty is thrust upon the peasantry to provide ranged support for their lieges. Wielding longbows and daggers, they are easily able to out-range most short bowed archers, and deliver enough force from their arrows to piece plate mail.;;;;;;;;;x
ca_menatarms_1;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_2;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_3;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_4;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_5;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_6;Men-at-Arms Muster;;;;;;;;;x
ca_menatarms_1_desc;Men-at-Arms are a Bretonnian noblemen's main foot soldiery, lightly armored, and armed with spears and swords, they are just a step above mere peasant rabble.;;;;;;;;;x
ca_bretonnian_knights_1;Livery;;;;;;;;;x
ca_bretonnian_knights_2;Livery;;;;;;;;;x
ca_bretonnian_knights_3;Livery;;;;;;;;;x
ca_bretonnian_knights_4;Livery;;;;;;;;;x
ca_bretonnian_knights_5;Livery;;;;;;;;;x
ca_bretonnian_knights_6;Livery;;;;;;;;;x
ca_bretonnian_knights_1_desc;It says much about a nation where the horses of its nobles live in far more luxury than most of the populace. Of course, most peasants do not have to ride to war in heavy barding or face the terrors that the Knights of the Realm do when in battle. Perhaps, therefore, if given the choice a peasant wouldn't swap his lot with that of a horse. A strange quandary, admittedly, but one that has been asked during many a tavern chatter.;;;;;;;;;x
ca_grail_knights_1;Grail Shrine;;;;;;;;;x
ca_grail_knights_2;Grail Chapel;;;;;;;;;x
ca_grail_knights_3;Grail Chapel;;;;;;;;;x
ca_grail_knights_4;Cathedral of the Lady;;;;;;;;;x
ca_grail_knights_1_desc;The Lady is a humble goddess or so her pilgrims claim. She is happiest among the wilds of Bretonnia, in the rivers and lakes rather than confined to temples like the brutish warrior gods of the Empire. As such, her shrines are usually rustic affairs or even hidden groves of great beauty, where the pious can pray in peace.;;;;;;;;;x
ca_bretonnian_keep_1;Stronghold;;;;;;;;;x
ca_bretonnian_keep_2;Stronghold;;;;;;;;;x
ca_bretonnian_keep_3;Stronghold;;;;;;;;;x
ca_bretonnian_keep_4;Stronghold;;;;;;;;;x
ca_bretonnian_keep_5;Stronghold;;;;;;;;;x
ca_bretonnian_keep_6;Stronghold;;;;;;;;;x
ca_bretonnian_keep_1_desc;Bretonnian keeps are built to be bigger, sturdier and more robust than usual. Supposedly, this is so that the lords in charge of the fortresses can better aid and protect the peasants living in their land, as is their duty, but it's more commonly used to protect just the lord, and his own family and possessions, while the peasants have to fare for themselves. Typically, none of the lowborn men-at-arms and free riders are admitted inside, though Bretonnian lords commonly use the empty space to store more weapons and armor to better arm their peasants levies with.;;;;;;;;;x
ca_landed_estates_1;Landed Estates;;;;;;;;;x
ca_landed_estates_2;Landed Estates;;;;;;;;;x
ca_landed_estates_3;Landed Estates;;;;;;;;;x
ca_landed_estates_4;Landed Estates;;;;;;;;;x
ca_landed_estates_1_desc;While the territories of Bretonnia or the Empire are vast, much of them lie under a dense forest canopy. Where the sun is allowed to touch the ground, agriculture is a priority. Landed estates are noble-owned farms of prodigious acreage, producing many tonnes of arable crops for the markets which make their owners ever-richer - generally at the expense of those poor smallfolk who work the land.;;;;;;;;;x
ca_vampire_knights_c_1;Barrow;;;;;;;;;x
ca_vampire_knights_c_2;Barrow;;;;;;;;;x
ca_vampire_knights_c_3;Barrow;;;;;;;;;x
ca_vampire_knights_c_4;Barrow;;;;;;;;;x
ca_vampire_knights_c_5;Barrow;;;;;;;;;x
ca_vampire_knights_c_6;Barrow;;;;;;;;;x
ca_vampire_knights_1;Vampire Knight Lists;;;;;;;;;x
ca_vampire_knights_2;Vampire Knight Lists;;;;;;;;;x
ca_vampire_knights_3;Vampire Knight Lists;;;;;;;;;x
ca_vampire_knights_4;Vampire Knight Lists;;;;;;;;;x
ca_vampire_knights_1_desc;Vampire Knights are a frightening sight to behold to any mortal who has the displeasure of facing them in combat. Augmented by their undead status, they are quick on their feet, and fight with an inhuman ferocity, able to easily cut down two, or even three times their numbers.;;;;;;;;;x
ct_bretonnian_city_1;Hamlet;;;;;;;;;x
ct_bretonnian_city_2;Village;;;;;;;;;x
ct_bretonnian_city_3;Small Town;;;;;;;;;x
ct_bretonnian_city_4;Large Town;;;;;;;;;x
ct_bretonnian_city_5;Small City;;;;;;;;;x
ct_bretonnian_city_6;Large City;;;;;;;;;x
ct_peasantmuster_1;Peasant Levy;;;;;;;;;x
ct_peasantmuster_2;Peasant Levy;;;;;;;;;x
ct_peasantmuster_3;Peasant Levy;;;;;;;;;x
ct_peasantmuster_4;Peasant Levy;;;;;;;;;x
ct_peasantmuster_5;Peasant Levy;;;;;;;;;x
ct_peasantmuster_1_desc;Here is where Bretonnia's villages, towns, and cities levy troops to support Bretonnia's nobles during wartime. While numerous, they do not make willing soldiers, and are likely to run if the battle turns sour.;;;;;;;;;x
ct_bretonnianmarketplace_1;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_2;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_3;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_4;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_5;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_6;Bretonnian Estates;;;;;;;;;x
ct_bretonnianmarketplace_1_desc;Due to Bretonnia's highly feudalized government and traditions, everyone that is not of noble birth belongs to a noble, with each noble being granted an estate which houses a number of serfs, retinues, and goods. In times of peace, the serfs tend to the noble's fields and the retinues keep a vigilant eye on the surronding lands, patrolling endlessly for malevolent forces. In times of war, a good many of the noble's serfs are levied into his or her's armies, and the retinues are folded into the core knightly units of the noble's army.;;;;;;;;;x
ct_bretonnian_port_1;Dockyard;;;;;;;;;x
ct_bretonnian_port_2;Goods Wharf;;;;;;;;;x
ct_bretonnian_port_3;Merchantile Drydocks;;;;;;;;;x
ct_bretonnian_port_4;Small Warehouse;;;;;;;;;x
ct_bretonnian_port_5;Huge Merchantile Warehouse;;;;;;;;;x
ct_bretonniangrailguards_1;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_2;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_3;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_4;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_5;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_6;Yeoman Practice Range;;;;;;;;;x
ct_bretonniangrailguards_1_desc;Archery is considered dishonorable and ungentlemanly for nobles to practice in the lands of Bretonnia, so such duties are thrust upon the peasantry. Here, Yeomen, both mounted and on foot are practice with their bows and longbows day in and day out. Yeomen are still peasants, so they cannot be trusted to stay on the field if things get hairy, but they can easily harass slower moving targets and deal damage to lightly armored targets.;;;;;;;;;x
ct_bretonnianport_1;Fishing Village;;;;;;;;;x
ct_bretonnianport_2;Large Fishing Village;;;;;;;;;x
ct_bretonnianport_3;Small Port Town;;;;;;;;;x
ct_bretonnianport_4;Large Port Town;;;;;;;;;x
ct_bretonnianport_5;Port City;;;;;;;;;x
ct_knight_lists_1;Jousting Tournygrounds;;;;;;;;;x
ct_knight_lists_2;Jousting Tournygrounds;;;;;;;;;x
ct_knight_lists_3;Jousting Tournygrounds;;;;;;;;;x
ct_knight_lists_1_desc;While all Bretonnian castles house large areas for their knights to practice their combat skills in safety, the cities of Bretonnia play host to gigantic jousting tournies, where knights put their practiced skills to the test against one another. Not only this, but most serfs are forced to accompany their liege to said jousting grounds, forcing some trade between the peasantry of Bretonnia, a rare occurance in most cases.;;;;;;;;;x
tp_grail_monastery_1;Monastery;;;;;;;;;x
tp_grail_monastery_2;Monastery;;;;;;;;;x
tp_grail_monastery_3;Monastery;;;;;;;;;x
tp_grail_monastery_4;Monastery;;;;;;;;;x
tp_grail_monastery_5;Monastery;;;;;;;;;x
tp_grail_monastery_6;Monastery;;;;;;;;;x
tp_grail_monastery_1_desc;The Grail monasteries are where all effigies to both the holy Grail and the bloody Grail are housed, and where most nobles come to worship said Grails. Due to the fanatical worship of the Grails, these monasteries are like small castles, heavily fortified and each houses are large contigent of Grail knights, both mounted and dismounted. Due to the peasants being barred from worshipping the Grails, no peasant soldiers can be found inside the halls of the monastery. Instead, the guard unit is made up entirely of noble Grail knights.;;;;;;;;;x
tp_dismounted_grailknights_1;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_2;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_3;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_4;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_5;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_6;Dismounted Grail Knights;;;;;;;;;x
tp_dismounted_grailknights_1_desc;Here is where the mighty Grail knights are trained. While many nobles look down upon dismounted combatants, defending the honor of the Grails is of utmost importance, thus this is mostly overlooked when the Grail knights are involved. Stalwart defenders and attackers, Grail knights will fight to the death in service of their Grails.;;;;;;;;;x
tp_grail_knights_1;Grail Knights;;;;;;;;;x
tp_grail_knights_2;Grail Knights;;;;;;;;;x
tp_grail_knights_3;Grail Knights;;;;;;;;;x
tp_grail_knights_4;Grail Knights;;;;;;;;;x
tp_grail_knights_5;Grail Knights;;;;;;;;;x
tp_grail_knights_6;Grail Knights;;;;;;;;;x
tp_grail_knights_1_desc;Here is where the mighty Grail knights are trained. Given the finest steeds, weapons and armor blessed by the Grail itself, these mighty warriors will defend the monastery with their lives. Should a Grail monastery be captured by a vampire, they normally will convert the normal Grail effigies to the Bloody Grail, a similar religious belief, but with obvious vampiric influences.;;;;;;;;;x
tp_damsel_quarters_1;Damsel Quarters;;;;;;;;;x
tp_damsel_quarters_2;Damsel Quarters;;;;;;;;;x
tp_damsel_quarters_1_desc;While most, if not all Damsels travel Bretonnia and the world at large, each monastery is equipped for all the needs a travelling Damsel may require. This includes a large bodyguard retinue.;;;;;;;;;x
tp_blood_keep_1;Blood Keep;;;;;;;;;x
tp_blood_keep_2;Blood Keep;;;;;;;;;x
tp_blood_keep_1_desc;The Blood Keep is a castle-like structure build near or sometimes on top of a Grail monastery, and acts much like the Damsel quarters of regular Grail monastery. Unlike those, however, these keeps house vampire knights and Blood Grail knights.;;;;;;;;;x
ca_bretonnian_barracks_1;Knightly Service;;;;;;;;;;;;;x
ca_bretonnian_barracks_1_desc;In exchange for generous landed estates and legal privileges, the minor nobility are required to volunteer their swords and lances when called upon. In addition to the typical peasant levy, a significant number of knights and squires form the core of the army, unmatched in training and equipment.;;;;;;;;;;;;;x
ca_bretonnian_militia_1;Tenement Conscription;;;;;;;;;;;;;x
ca_bretonnian_militia_1_desc;The peasants form the vast bulk of the army. While the majority are simply herded enmasse to the battle with whatever weapons they can find, the best and most trustworthy are provided with some training and equipment. Mounted yeomen are deployed as scouts and skirmishers, while stubborn men-at-arms are sent to anchor the infantry in place.;;;;;;;;;;;;;x
ca_shallya_temple_1;Temple of Shallya;;;;;;;;;;;;;x
ca_shallya_temple_1_desc;Across the Old World, the most commonly accepted deity is Shallya, mother of mercy. In harsh conditions and without a majority faith, a strong Shallyan presence strengthens the community.;;;;;;;;;;;;;x
ca_oldworld_temples_1;Temples;;;;;;;;;;;;;x
ca_oldworld_temples_1_desc;In any sizeable community, there will be a number of competing faiths, usually in the same area. Although spiritual matters are usually outside the domain of the lord, it is always worth encouraging their worthwhile endeavours and reining in the less so.;;;;;;;;;;;;;x
ca_oldworld_temples_2;Temples;;;;;;;;;;;;;x
ca_oldworld_temples_3;Temples;;;;;;;;;;;;;x
ca_oldworld_temples_4;Temples;;;;;;;;;;;;;x
ca_oldworld_temples_5;Temples;;;;;;;;;;;;;x
ca_oldworld_chapter_1;Chapter House;;;;;;;;;;;;;x
ca_oldworld_chapter_1_desc;A chapter house for knightly orders is opened. While most orders keep their own premises, itinerant knights, adventurers and penniless crusaders will find the basic services quite welcome.;;;;;;;;;;;;;x
ca_oldworld_reliquiary_1;Reliquary;;;;;;;;;;;;;x
ca_oldworld_reliquiary_1_desc;A grand mausoleum for storing the remains and artifacts of the famous dead is built, creating a kind of possessive fervour among the resident zealots and attracting a number of pilgrims.;;;;;;;;;;;;;x
ca_sigmar_temple_1;Temple of Sigmar;;;;;;;;;;;;;x
ca_sigmar_temple_1_desc;A great temple devoted to the veneration of Sigmar is built.;;;;;;;;;;;;;x
ca_sigmar_temple_2;Temple of Sigmar;;;;;;;;;;;;;x
ca_sigmar_temple_3;Temple of Sigmar;;;;;;;;;;;;;x
ca_sigmar_temple_4;Temple of Sigmar;;;;;;;;;;;;;x
ca_sigmar_temple_5;Temple of Sigmar;;;;;;;;;;;;;x
ca_artisans_1;Artisans;;;;;;;;;;;;;x
ca_artisans_2;Artisans;;;;;;;;;;;;;x
ca_artisans_3;Artisans;;;;;;;;;;;;;x
ca_artisans_4;Artisans;;;;;;;;;;;;;x
ca_artisans_1_desc;Artisans are skilled craftsmen who produce and repair goods. The ranks of artisans are filled with bakers and chandlers, smiths and shipwrights. Most commonly found in towns and cities, Artisans are organized into a bewildering variety of guilds. These guilds are designed to protect skilled artisans from incompetent fraudsters who could undercut profits and the best craftsmen are attracted to the largest cities.;;;;;;;;;;;;;x
ca_estalian_barracks_1;Tercio Barracks;;;;;;;;;;;;;x
ca_estalian_barracks_1_desc;.;;;;;;;;;;;;;x
ca_estalian_militia_1;Cabarello Grounds;;;;;;;;;;;;;x
ca_estalian_militia_1_desc;.;;;;;;;;;;;;;x
ca_tilean_barracks_1;Elite Guard;;;;;;;;;;;;;x
ca_tilean_barracks_1_desc;.;;;;;;;;;;;;;x
ca_tilean_militia_1;Merchant Militia;;;;;;;;;;;;;x
ca_tilean_militia_1_desc;.;;;;;;;;;;;;;x
ca_sartosan_barracks_1;Sartosan Guard;;;;;;;;;;;;;x
ca_sartosan_barracks_1_desc;.;;;;;;;;;;;;;x
ca_sartosan_militia_1;Sartosan Militia;;;;;;;;;;;;;x
ca_sartosan_militia_1_desc;.;;;;;;;;;;;;;x
ca_kurgan_barracks_1;Court Riders;;;;;;;;;;;;;x
ca_kurgan_barracks_1_desc;.;;;;;;;;;;;;;x
ca_kurgan_militia_1;Skirmisher Camps;;;;;;;;;;;;;x
ca_kurgan_militia_1_desc;.;;;;;;;;;;;;;x
ca_hung_barracks_1;Hung Retinue;;;;;;;;;;;;;x
ca_hung_barracks_1_desc;.;;;;;;;;;;;;;x
ca_hung_militia_1;Raider Camps;;;;;;;;;;;;;x
ca_hung_militia_1_desc;.;;;;;;;;;;;;;x
ca_arabyan_barracks_1;Arabyan Stables;;;;;;;;;;;;;x
ca_arabyan_barracks_1_desc;.;;;;;;;;;;;;;x
ca_arabyan_militia_1;Common Levy;;;;;;;;;;;;;x
ca_arabyan_militia_1_desc;.;;;;;;;;;;;;;x
ca_oldworld_library_1;Library;;;;;;;;;;;;;x
ca_oldworld_library_1_desc;A small collection of books are kept in the castle for the enjoyment of the family and their esteemed guests. They are mostly historical and theological in nature, although there are some purely fictional works and essays on practical subjects.;;;;;;;;;;;;;x
ca_oldworld_library_2;Library;;;;;;;;;;;;;x
ca_oldworld_library_2_desc;The library is enhanced by the presence of a dedicated scribe. This fellow spends all his time copying texts with exact accuracy, which are then sold or exchanged for other books.;;;;;;;;;;;;;x
ca_oldworld_library_3;Library;;;;;;;;;;;;;x
ca_oldworld_library_3_desc;The library has grown in musty size, presenting a impressive body of knowledge and risk of fire. A number of rare and valuable works have been obtained at great cost, protected by a small team of clerks and scribes.;;;;;;;;;;;;;x
ca_oldworld_library_4;Library;;;;;;;;;;;;;x
ca_oldworld_library_4_desc;Scholars now occasionally request access to the library, seeking to use your resources for their research. One can find a text on almost any subject, provided you can get directions!;;;;;;;;;;;;;x
ca_oldworld_library_5;Library;;;;;;;;;;;;;x
ca_oldworld_library_5_desc;The library is an impressive edifice of civilisation. There are more books than anyone could read in a lifetime, and there are rumours of a lost colony of scribes that inhabit the dark recesses at the back.;;;;;;;;;;;;;x
ca_oldworld_workshops_1;Workshops;;;;;;;;;;;;;x
ca_oldworld_workshops_1_desc;The courtyard and outbuildings are dominated by various workshops and warehouses. The castle is kept well-stocked with provisions, and the resident specialists keep the garrison's equipment in fine condition.;;;;;;;;;;;;;x
ca_chaos_temple_1;Shrine of Chaos;;;;;;;;;;;;;x
ca_chaos_temple_1_desc;A twisted shrine to Chaos. The masses come to venerate the Dark Gods and receive their blessings.;;;;;;;;;;;;;x
ca_chaos_temple_2;Shrine of Chaos;;;;;;;;;;;;;x
ca_chaos_temple_2_desc;.;;;;;;;;;;;;;x
ca_chaos_temple_3;Shrine of Chaos;;;;;;;;;;;;;x
ca_chaos_temple_3_desc;.;;;;;;;;;;;;;x
ca_chaos_temple_4;Shrine of Chaos;;;;;;;;;;;;;x
ca_chaos_temple_4_desc;.;;;;;;;;;;;;;x
ca_chaos_temple_5;Shrine of Chaos;;;;;;;;;;;;;x
ca_chaos_temple_5_desc;.;;;;;;;;;;;;;x
ca_slaanesh_temple_1;Den of Excess;;;;;;;;;;;;;x
ca_slaanesh_temple_1_desc;.;;;;;;;;;;;;;x
ca_slaanesh_temple_2;Den of Excess;;;;;;;;;;;;;x
ca_slaanesh_temple_2_desc;.;;;;;;;;;;;;;x
ca_slaanesh_temple_3;Den of Excess;;;;;;;;;;;;;x
ca_slaanesh_temple_3_desc;.;;;;;;;;;;;;;x
ca_slaanesh_temple_4;Den of Excess;;;;;;;;;;;;;x
ca_slaanesh_temple_4_desc;.;;;;;;;;;;;;;x
ca_slaanesh_temple_5;Den of Excess;;;;;;;;;;;;;x
ca_slaanesh_temple_5_desc;.;;;;;;;;;;;;;x
ca_khorne_temple_1;Blood Ring;;;;;;;;;;;;;x
ca_khorne_temple_1_desc;.;;;;;;;;;;;;;x
ca_khorne_temple_2;Blood Ring;;;;;;;;;;;;;x
ca_khorne_temple_2_desc;.;;;;;;;;;;;;;x
ca_khorne_temple_3;Blood Ring;;;;;;;;;;;;;x
ca_khorne_temple_3_desc;.;;;;;;;;;;;;;x
ca_khorne_temple_4;Blood Ring;;;;;;;;;;;;;x
ca_khorne_temple_4_desc;.;;;;;;;;;;;;;x
ca_khorne_temple_5;Blood Ring;;;;;;;;;;;;;x
ca_khorne_temple_5_desc;.;;;;;;;;;;;;;x
ca_tzeentch_temple_1;Sorcerer Cabal;;;;;;;;;;;;;x
ca_tzeentch_temple_1_desc;.;;;;;;;;;;;;;x
ca_tzeentch_temple_2;Sorcerer Cabal;;;;;;;;;;;;;x
ca_tzeentch_temple_2_desc;.;;;;;;;;;;;;;x
ca_tzeentch_temple_3;Sorcerer Cabal;;;;;;;;;;;;;x
ca_tzeentch_temple_3_desc;.;;;;;;;;;;;;;x
ca_tzeentch_temple_4;Sorcerer Cabal;;;;;;;;;;;;;x
ca_tzeentch_temple_4_desc;.;;;;;;;;;;;;;x
ca_tzeentch_temple_5;Sorcerer Cabal;;;;;;;;;;;;;x
ca_tzeentch_temple_5_desc;.;;;;;;;;;;;;;x
ca_nurgle_temple_1;Plague Cult;;;;;;;;;;;;;x
ca_nurgle_temple_1_desc;.;;;;;;;;;;;;;x
ca_nurgle_temple_2;Plague Cult;;;;;;;;;;;;;x
ca_nurgle_temple_3;Plague Cult;;;;;;;;;;;;;x
ca_nurgle_temple_4;Plague Cult;;;;;;;;;;;;;x
ca_nurgle_temple_5;Plague Cult;;;;;;;;;;;;;x
ca_sigmarite_temple_1;Temple of Sigmar;;;;;;;;;;;;;x
ca_sigmarite_temple_1_desc;The keep gains a shrine to Sigmar, patron of the Mankind and the Empire. The appearance of an observant and pious liege is enough to inspire some minor moral improvements in the locals.;;;;;;;;;;;;;x
