EVTOPTA_DR_CULTS_6995;Something must have gone wrong.;Quelque chose a dû mal se passer.;;;;;;;;;;;;x
EVTTOOLTIP_DR_CULTS_6995;You will have to await a new recruiter from the clandestine society.;Vous devrez attendre un nouveau recruteur de la société clandestine.;;;;;;;;;;;;x
EVTDESC_DR_CULTS_6993;I am not sure what has happened, but it has been a while since I've had any contact with [chaos_cult_inductor.GetBestName]. It's disappointing, as I was sort of curious to see where our meetings were going... As I retire tonight, I feel convinced that our time together has somehow ended prematurely.;;;;;;;;;;;;;x
EVTOPTA_DR_CULTS_6993;Something must have gone wrong.;;;;;;;;;;;;;x
EVTTOOLTIP_DR_CULTS_6993;You will have to await a new recruiter from the clandestine society.;Vous devrez attendre un nouveau recruteur de la société clandestine.;;;;;;;;;;;;x
major_chaos_corruption_effect_tooltip;This may have repercussions upon my soul!;Ceci pourrait avoir des répercussions sur mon âme !;Das kann Folgen für meine Seele haben!;;¡Esta acción podría afectar a mi alma!;;;;;;;;;x
minor_chaos_corruption_effect_tooltip;This might have repercussions upon my soul!;Ceci pourrait avoir des répercussions sur mon âme !;Das kann sich auf meine Seele auswirken!;;¡Esta acción puede afectar a mi alma!;;;;;;;;;x

String_Khorne;Khorne;;;;;;;;;x
String_Nurgle;Nurgle;;;;;;;;;x
String_Tzeentch;Tzeentch;;;;;;;;;x
String_Slaanesh;Slaanesh;;;;;;;;;x
String_Chaos_Gods;Ruinous Powers;;;;;;;;;x
String_Atharti;Atharti;;;;;;;;;x

String_Khorne_expression;Glory to the Lord of Skulls!;;;;;;;;;x
String_Nurgle_expression;Praise the Poxfather!;;;;;;;;;x
String_Tzeentch_expression;Praise the Archietct of Fate!;;;;;;;;;x
String_Slaanesh_expression;Praise the Prince of Pleasure!;;;;;;;;;x
String_Chaos_Gods_expression;Glory to Chaos!;;;;;;;;;x
String_Cult_of_Pleasure_expression;Praise the Lady of Desire!;;;;;;;;;x

String_Khorne_carnage;Carnage;;;;;;;;;x
String_Tzeentch_change;Change;;;;;;;;;x
String_Slaanesh_pleasure;Pleasure;;;;;;;;;x
String_Undivided_chaos;Chaos;;;;;;;;;x


String_the_Khorne;The Crimson Skulls;;;;;;;;;x
String_the_Nurgle;The Children of Doom;;;;;;;;;x
String_the_Tzeentch;The Purple Hand;;;;;;;;;x
String_the_Slaanesh;The Sybarites;;;;;;;;;x
String_the_Undivided;The Lost and the Damned;;;;;;;;;x
String_chaos_magic;Chaos;;;;;;;;;x
String_daemon;daemon;;;;;;;;;x
String_daemons;daemons;;;;;;;;;x
String_heretic_war;heretic;;;;;;;;;x
String_Greater_Daemon;Greater Daemon;;;;;;;;;x

khorne_recruit;Recruit to the Crimson Skulls;Recruter pour les Adeptes de Kâli Purusha;Für den Kult der Kali Purusha rekrutieren;;Reclutar para los adoradores de Kali Purusha;;;;;x
khorne_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the might of Khorne. If so, you may invite [Root.GetHerHim] to become a member of the Crimson Skulls.;Tenter de découvrir si §Y[Root.GetTitledFirstName]§! est ouvert[Root.GetNoneE] aux puissances occultes. Si oui, vous pourriez lui proposer de rejoindre les Adeptes de Kâli Purusha.;Findet heraus, ob §Y[Root.GetTitledFirstName]§! den Mächten des Okkulten wohlgesonnen ist. In dem Fall könnt Ihr [Root.GetHerHim] einladen, ein Mitglied des Kultes der Kali zu werden.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas y, en caso afirmativo, sugiérele que una a los adoradores de Kali.;;;;;x
nurgle_recruit;Recruit to the Children of Doom;Recruter pour les Adeptes de Kâli Purusha;Für den Kult der Kali Purusha rekrutieren;;Reclutar para los adoradores de Kali Purusha;;;;;x
nurgle_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the love of Nurgle. If so, you may invite [Root.GetHerHim] to become a member of the Children of Doom.;Tenter de découvrir si §Y[Root.GetTitledFirstName]§! est ouvert[Root.GetNoneE] aux puissances occultes. Si oui, vous pourriez lui proposer de rejoindre les Adeptes de Kâli Purusha.;Findet heraus, ob §Y[Root.GetTitledFirstName]§! den Mächten des Okkulten wohlgesonnen ist. In dem Fall könnt Ihr [Root.GetHerHim] einladen, ein Mitglied des Kultes der Kali zu werden.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas y, en caso afirmativo, sugiérele que una a los adoradores de Kali.;;;;;x
tzeentch_recruit;Recruit to the Purple Hand;Recruter pour les Adeptes de Kâli Purusha;Für den Kult der Kali Purusha rekrutieren;;Reclutar para los adoradores de Kali Purusha;;;;;x
tzeentch_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of Tzeentch. If so, you may invite [Root.GetHerHim] to become a member of the Purple Hand.;Tenter de découvrir si §Y[Root.GetTitledFirstName]§! est ouvert[Root.GetNoneE] aux puissances occultes. Si oui, vous pourriez lui proposer de rejoindre les Adeptes de Kâli Purusha.;Findet heraus, ob §Y[Root.GetTitledFirstName]§! den Mächten des Okkulten wohlgesonnen ist. In dem Fall könnt Ihr [Root.GetHerHim] einladen, ein Mitglied des Kultes der Kali zu werden.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas y, en caso afirmativo, sugiérele que una a los adoradores de Kali.;;;;;x
slaanesh_recruit;Recruit to the Sybarites;Recruter pour les Adeptes de Kâli Purusha;Für den Kult der Kali Purusha rekrutieren;;Reclutar para los adoradores de Kali Purusha;;;;;x
slaanesh_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the excess of Slaanesh. If so, you may invite [Root.GetHerHim] to become a member of the Sybarites.;Tenter de découvrir si §Y[Root.GetTitledFirstName]§! est ouvert[Root.GetNoneE] aux puissances occultes. Si oui, vous pourriez lui proposer de rejoindre les Adeptes de Kâli Purusha.;Findet heraus, ob §Y[Root.GetTitledFirstName]§! den Mächten des Okkulten wohlgesonnen ist. In dem Fall könnt Ihr [Root.GetHerHim] einladen, ein Mitglied des Kultes der Kali zu werden.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas y, en caso afirmativo, sugiérele que una a los adoradores de Kali.;;;;;x
undivided_recruit;Recruit to the Lost and the Damned;Recruter pour les Adeptes de Kâli Purusha;Für den Kult der Kali Purusha rekrutieren;;Reclutar para los adoradores de Kali Purusha;;;;;x
undivided_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the glory of Chaos. If so, you may invite [Root.GetHerHim] to become a member of the Lost and the Damned.;Tenter de découvrir si §Y[Root.GetTitledFirstName]§! est ouvert[Root.GetNoneE] aux puissances occultes. Si oui, vous pourriez lui proposer de rejoindre les Adeptes de Kâli Purusha.;Findet heraus, ob §Y[Root.GetTitledFirstName]§! den Mächten des Okkulten wohlgesonnen ist. In dem Fall könnt Ihr [Root.GetHerHim] einladen, ein Mitglied des Kultes der Kali zu werden.;;Averigua si a §Y[Root.GetTitledFirstName]§! le atraen las fuerzas ocultas y, en caso afirmativo, sugiérele que una a los adoradores de Kali.;;;;;x
chaos_corruption_power_tt;Power: §YChaos Corruption§!\nThe influence of [Root.GetDWDevil] makes you, eventually, get traits, mutations or diseases related to your cult's patron.;Pouvoir: §YSagesse dharmique§!\nVous fait perdre de mauvais traits et obtenir des traits pieux au fil du temps.;Macht: §YDharmische Weisheit§!\nBewirkt, dass Ihr im Lauf der Zeit verwerfliche Eigenschaften ablegt und fromme Eigenschaften gewinnt.;;Poder: §YSabiduría del dharma§!\nTe hace perder rasgos perversos y te hace ganar rasgos píos con el tiempo.;;;;x

chaos_nurgle_corruption_power_tt;Power: §YChaos Corruption§!\nThe influence of [Root.GetDWDevil] makes you, eventually, get traits, mutations or diseases related to your cult's patron.\nPower: §YStrenght in Decay§!\n Followers of Nurgle revel in disease. While they cannot be cured of any serious disease they contract, eventually the Lord of Decay will bless them with unholy vigour that greatly balances the diseases' negative effects.;Pouvoir: §YSagesse dharmique§!\nVous fait perdre de mauvais traits et obtenir des traits pieux au fil du temps.;Macht: §YDharmische Weisheit§!\nBewirkt, dass Ihr im Lauf der Zeit verwerfliche Eigenschaften ablegt und fromme Eigenschaften gewinnt.;;Poder: §YSabiduría del dharma§!\nTe hace perder rasgos perversos y te hace ganar rasgos píos con el tiempo.;;;;x


nurgle_disease_power_tt;Power: §YStrenght in Decay§!\n Followers of Nurgle revel in disease. While they cannot be cured of any serious disease they contract, eventually the Lord of Decay will bless them with unholy vigour that greatly balances the diseases' negative effects.;Pouvoir: §YSagesse dharmique§!\nVous fait perdre de mauvais traits et obtenir des traits pieux au fil du temps.;Macht: §YDharmische Weisheit§!\nBewirkt, dass Ihr im Lauf der Zeit verwerfliche Eigenschaften ablegt und fromme Eigenschaften gewinnt.;;Poder: §YSabiduría del dharma§!\nTe hace perder rasgos perversos y te hace ganar rasgos píos con el tiempo.;;;;x
quest_chaos_cult_desecrate_province;Desecrate the land of [FromFrom.GetName];Profaner le temple de [FromFrom.GetName];[FromFrom.GetHolding] von [FromFrom.GetName] schänden;;Profanar el/la [FromFrom.GetHolding] de [FromFrom.GetName];;;;;;;;;x
quest_chaos_cult_desecrate_province_tooltip;To complete this mission, §Gright-click§! on any holding ( or a temple ) in §Y[FromFrom.GetName]§!, select §Y'Desecrate Province'§! and successfully desecrate the land of §Y[FromFrom.GetName]§!.\n Note that depending on the Chaos God your cult worships, the province will get one of 5 different negative modifiers.;Pour compléter cette mission, clic droit sur le blason du titre de §Y[FromFrom.GetName]§!, sélectionnez '§YProfaner le temple§!' et réussissez la profanation [FromFrom.GetHoldingDuDela] de §Y[FromFrom.GetName]§!.;"Zum Abschließen der Mission rechtsklickt Ihr auf den Titelschild von §Y[FromFrom.GetName]§! und wählt §Y"Tempel schänden"§! aus. Der Tempel von §Y[FromFrom.GetName]§! im/in der [FromFrom.GetHolding] wird daraufhin geschändet.";;Para completar esta misión, haz clic con el botón secundario en el escudo de §Y[FromFrom.GetName]§! y selecciona §YProfanar templo§! para profanar el/la [FromFrom.GetHolding] de §Y[FromFrom.GetName]§!.;;;;x
quest_chaos_cult_desecrate_province_desc;The people of [From.GetName] are blind to the power and truth of [Root.GetDWDevil]! Desecrate their temples in the name of our dark patron, so that the whole [From.GetName] recieves the great blessing of [Root.GetDWDevil]! Right-click the title's shield to perform this action.;Les [Root.Religion.GetPriestTitle]s [From.GetHoldingDuDela] de [From.GetName] prient [Root.Religion.GetHighGodName], dont la faiblesse et la fausseté ne font aucun doute. Démolissez leurs idoles impuissantes, mettez le feu à leurs livres sacrés et volez leur richesse en l'honneur [Root.GetDWDevilDuDela] ! (Faites un clic droit sur le blason du titre);Träger des Titels [Root.Religion.GetPriestTitle] in der Residenz von [From.GetName] huldigen ihrem schwachen Götzen [Root.Religion.GetHighGodName]. Reißt ihre machtlosen Idole nieder, verbrennt ihre heiligen Schriften und stehlt ihre Reichtümer zu Ehren von [Root.GetDWDevil]! Rechtsklickt auf den Titelschild, um diese Aktion durchzuführen.;;Los religiosos del/de la [From.GetHolding] de [From.GetName] adoran a [Root.Religion.GetHighGodName], un ídolo falso y débil. Derriba a sus ídolos herejes, quema sus libros sagrados y arrebátales sus bienes en honor de [Root.GetDWDevil]. Para realizar esta acción, haz clic con el botón secundario en el escudo.;;;;x
chaos_cult_desecrate_province_decision;Desecrate Province;Profaner le temple;Schändung beginnen;;Iniciar profanación;;;;;;;;;x
chaos_cult_desecrate_province_decision_desc;Desecrate the temples of this province as ordered by §Y[From.Society.GetName]§!.;Profaner le temple comme ordonné par §Y[From.Society.GetName]§!.;"Schändet den Tempel, wie Euch der "§Y[From.Society.GetName]§!"-Zirkel befohlen hat.";;Sigue las órdenes de §Y[From.Society.GetName]§! y profana el templo.;;;;;;;;;x
chaos_cult_desecrate_province_decision_tt;§Y[From.GetTitledFirstName]§! and [From.GetHerHis] accomplices sets out for §Y[Root.GetName]§!.;§Y[From.GetTitledFirstName]§! et ses complices partent pour §Y[Root.GetName]§!.;§Y[From.GetTitledFirstName]§! macht sich zusammen mit Komplizen auf den Weg zu §Y[Root.GetName]§!.;;§Y[From.GetTitledFirstName]§! y sus cómplices salen hacia §Y[Root.GetName]§!.;;;;x

EVTDESC_DR_CULTS_7110;[Root.GetDWDevil]'s favors, [Root.GetSocietyRank] [Root.GetFirstName],\n\nAn opportunity to strike at the foolish followers of false gods has presented itself. Their [Root.Religion.GetPriestTitle]s in [dw_desecration_target.GetName] are ignorant of the true state of the world. Tear down their idols and desecrate the land in the name of [Root.GetDWDevil]!\n\n[Root.GetDWExpression]\nSigned, [From.GetSocietyRank] [From.GetFirstName];Que les faveurs [Root.GetDWDevilDuDela] soient sur vous, [Root.GetSocietyRank] [Root.GetFirstName],\n\nUne occasion de frapper les stupides adeptes des faux dieux s'est présentée. Leurs [Root.Religion.GetPriestTitle]s en [dw_desecration_target.GetName] n'ont pas le sens des réalités. Démolissez leurs idoles et volez leurs richesses au nom [Root.GetDWDevilDuDela]!\n\n[Root.GetDWExpression]\nSigné, [From.GetSocietyRank] [From.GetFirstName];Die Gunst von [Root.GetDWDevil] sei mit Euch, [Root.GetSocietyRank] [Root.GetFirstName],\n\nuns hat sich eine Gelegenheit ergeben, den närrischen Anhängern falscher Götter einen Schlag zu versetzen. Ihre Meister in [dw_desecration_target.GetName] sind blind gegenüber dem wahren Zustand dieser Welt. Reißt ihre Götzen nieder und raubt ihre Reichtümer im Namen von [Root.GetDWDevil]!\n\n[Root.GetDWExpression]\nGezeichnet\n\n[From.GetSocietyRank] [From.GetFirstName];;[Root.GetDWDevil] es grande, [Root.GetSocietyRank] [Root.GetFirstName]:\n\nTenemos la oportunidad de atacar a los infieles que veneran a falsos dioses. Los religiosos de [dw_desecration_target.GetName] han decidido ignorar la verdad universal. Derriba a sus ídolos y arrebátales sus bienes en honor de [Root.GetDWDevil].\n\n[Root.GetDWExpression]\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTDESC_DR_CULTS_7111;My forces has breached the outer defenses of [dw_desecration_target.GetName]. I should prepare myself to enter and do the work of [Root.GetDWDevil].;Mes forces ont ouvert une brèche dans les défenses extérieures [dw_desecration_target.GetHoldingDuDela] en [dw_desecration_target.GetName]. Je devrais me préparer à y entrer pour accomplir l'oeuvre [Root.GetDWDevilDuDela].;Meine Streitkräfte haben die äußeren Verteidigungsanlagen des Stützpunkts in [dw_desecration_target.GetName] durchbrochen. Ich sollte mich vorbereiten und eintreten, um die Arbeit von [Root.GetDWDevil] zu verrichten.;;Mis fuerzas han atravesado las defensas externas de [dw_desecration_target.GetName]. Debería prepararme para llevar a cabo el trabajo de [Root.GetDWDevil].;;;;;x
EVTDESC_DR_CULTS_7112;My preparations and plans have been made, the local guard has been bribed to leave a side door of the gates in [dw_desecration_target.GetName]'s walls open so that I and some faithful servants can enter and do the bidding of [Root.GetDWDevil].;Les préparatifs sont terminés et un domestique a été soudoyé pour laisser ouverte une porte latérale afin que moi et quelques fidèles serviteurs puissions pénétrer à l'intérieur [dw_desecration_target.GetHoldingDuDela] de [dw_desecration_target.GetName] et exécuter les ordres [Root.GetDWDevilDuDela].;Meine Vorbereitungen und Pläne sind beendet. Ein Bediensteter wurde bestochen, um den Seiteneingang zum Stützpunkt in [dw_desecration_target.GetName] offen zu lassen, sodass ich und einige gläubige Diener eintreten können, um das Werk von [Root.GetDWDevil] zu verrichten.;;He organizado los preparativos y trazado un plan. He sobornado a un sirviente para que deje una de las puertas traseras de [dw_desecration_target.GetName] abierta para que miembros de la orden se infiltren y lleven a cabo la voluntad de [Root.GetDWDevil].;;;;;x
EVTOPT_DR_CULTS_7112;It is time.;Le moment est venu.;Es ist Zeit.;;Ha llegado la hora.;;;;;x


EVTDESC_DR_CULTS_7113_VIOLENT;With a group of handpicked faithful cultists I have reached [dw_desecration_target.GetName]. However as soon as I step inside the local shrine a [desecration_holder.Religion.GetPriestTitle] throws himself at our feet begging us in the name of [desecration_holder.Religion.GetHighGodName] to show mercy and swears to not utter a word of our presence.;Avec un groupe de fidèles [Root.GetReligionWarriorPlural] expérimentés, j'ai foulé la terre sacrée à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.GetName]. Cependant, dès que je franchis le seuil de la porte, un [desecration_holder.Religion.GetPriestTitle] se jette à nos pieds en nous suppliant au nom [desecration_holder.GetHighGodDuDelaDes] de nous montrer miséricordieux et jurant de ne pas souffler mot de notre présence.;Mit einer Gruppe handverlesener, gläubiger [Root.GetReligionWarriorPlural] habe ich den heiligen Boden des Gotteshauses in [dw_desecration_target.GetName] betreten. Sobald ich jedoch durch die Tür schreite, wirft sich mir ein/e [desecration_holder.GetPriestTitle] vor die Füße, fleht uns im Namen von [desecration_holder.GetHighGodNameCap] an gnädig zu sein und schwört, kein Wort über unsere Anwesenheit zu verlieren.;;Me he infiltrado entre los muros sagrados del templo de [dw_desecration_target.GetName] con un grupo de [Root.GetReligionWarriorPlural] de confianza. En cuanto hemos llegado, un/a [desecration_holder.GetPriestTitle] se ha tirado a nuestros pies implorando piedad en nombre de [desecration_holder.GetHighGodNameCap]. Ha prometido que no dirá ni una palabra de nuestra incursión.;;;;;x
EVTDESC_DR_CULTS_7113_VIOLENT_HOLDER;As I and my cadre of faithful cultists reach [dw_desecration_target.GetName] I find no-one other than [desecration_holder.GetTitledFirstName] in the main chapel.;Alors que nous entrons, moi et mes fidèles [Root.GetReligionWarriorPlural], à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.GetName], je ne rencontre personne d'autre que [desecration_holder.GetTitledFirstName] dans la pièce principale.;Als ich und eine Gruppe gläubiger [Root.GetReligionWarriorPlural] das Gotteshaus von [dw_desecration_target.GetName] betreten, stoße ich in der Hauptkapelle auf niemand anderen als [desecration_holder.GetTitledFirstName].;;En cuanto mi cuadro de leales [Root.GetReligionWarriorPlural] y yo hemos entrado en el templo de [dw_desecration_target.GetName] nos hemos topado con [desecration_holder.GetTitledFirstName] en la capilla principal.;;;;;x
EVTDESC_DR_CULTS_7113_PLOTTING;As I and a group of my faithful make our way through the local shrine in [dw_desecration_target.GetName] I spot a [desecration_holder.Religion.GetPriestTitle] tending to their duties in the middle of the night.;Alors que moi et un groupe de fidèles finissons par pénétrer à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.Title.GetName], je repère un [desecration_holder.Religion.GetPriestTitle] remplissant ses fonctions au milieu de la nuit.;Als ich und eine Gruppe Gläubiger durch das Gotteshaus in [dw_desecration_target.Title.GetName] schreiten, entdecke ich eine/n [desecration_holder.Religion.GetPriestTitle], die/der den Pflichten mitten in der Nacht nachgeht.;;En cuanto hemos entrado en el templo de [dw_desecration_target.Title.GetName] he visto a un/a [desecration_holder.Religion.GetPriestTitle] que estaba realizando sus tareas religiosas en mitad de la noche.;;;;;x
EVTDESC_DR_CULTS_7113_PLOTTING_HOLDER;As I and a group of my faithful make our way the local shrine in [dw_desecration_target.GetName] I spot a [desecration_holder.Religion.GetPriestTitle] tending to their duties in the middle of the night.;Alors que moi et un groupe de fidèles finissons par pénétrer à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.Title.GetName], je repère [desecration_holder.GetTitledFirstName] remplissant ses fonctions au milieu de la nuit.;Als ich und eine Gruppe Gläubiger durch das Gotteshaus in [dw_desecration_target.Title.GetName] schreiten, entdecke ich [desecration_holder.GetTitledFirstName], der/die mitten in der Nacht seinen/ihren Pflichten nachgeht.;;En cuanto hemos entrado en el templo de [dw_desecration_target.Title.GetName] he visto a [desecration_holder.GetTitledFirstName], que estaba realizando sus tareas religiosas en mitad de la noche.;;;;;x
EVTOPT_DR_CULTS_7113_MARTIAL;Seize them. Their blood will be a good sacrifice for [Root.GetDWDevil].;S'emparer d[desecration_holder.GetEluiElle]. Son sang fera un bon sacrifice pour [Root.GetDWDevil].;Ergreift sie. Ihr Blut wird eine gute Opfergabe für [Root.GetDWDevil] sein.;;Que no escape. Su sangre será un buen sacrificio para [Root.GetDWDevil].;;;;;x
EVTOPT_DR_CULTS_7113_INTRIGUE;Knock them out from behind, they will make for a good sacrifice.;[desecration_holder.GetLeLaCap] frapper par derrière. [desecration_holder.GetIlElleCap] fera un bon sacrifice.;Schaltet sie leise aus. Sie werden ein gutes Opfer abgeben.;;Dadle un golpe por la espalda. Será un buen sacrificio.;;;;;x
EVTOPTA_DR_CULTS_7113;Kill them, dead men tell no tales.;[desecration_holder.GetLeLaCap] tuer. Les morts ne racontent pas ce qu'ils ont vu.;Tötet sie. Tote erzählen keine Geschichten.;;¡Acabad con su vida! Es la única forma de que no se vaya de la lengua.;;;;;x
EVTOPTB_DR_CULTS_7113_VIOLENT;Let them live, if they speak it shall only serve to spread the glory.;[desecration_holder.GetLeLaCap] laisser vivre. [desecration_holder.GetSilSielleCap] parle, ça ne fera qu'accentuer notre gloire.;Lasst sie leben. Wenn sie reden, wird es nur noch mehr zur Verbreitung des Ruhms beitragen.;;Dejad que viva. Si se va de la lengua, aumentará nuestra leyenda.;;;;;x
EVTOPTB_DR_CULTS_7113_PLOTTING;Avoid them, no need for the extra risk.;L'éviter. Pas besoin de prendre plus de risque.;Vermeidet sie. Kein Grund, unnötige Risiken einzugehen.;;Procurad que no os vea. No queremos correr riesgos.;;;;;x

EVTDESC_DR_CULTS_7114;As my brethren approach the [desecration_holder.Religion.GetPriestTitle] they call out for help and grab a nearby candelabra. Within short notice a small group of priests come rushing into the room and a melee breaks out around me.;Alors que mes [Root.GetReligionWarriorPlural] approchent le [desecration_holder.Religion.GetPriestTitle], il appelle à l'aide et saisit un candélabre à proximité. Après un court instant, un petit groupe de prêtres se précipitent dans la pièce et une mêlée éclate autour de moi.;Als meine [Root.GetReligionWarriorPlural] sich dem/der [desecration_holder.Religion.GetPriestTitle] nähern, ruft diese/r um Hilfe und greift nach einem Kerzenständer. Kurz darauf strömt eine kleine Gruppe von Priestern in den Raum und um mich herum bricht ein Handgemenge aus.;;Los [Root.GetReligionWarriorPlural] se acercan al/a la [desecration_holder.Religion.GetPriestTitle], que pide ayuda a gritos y agarra un candelabro. Segundos más tarde, un grupo de sacerdotes irrumpe en la habitación y estalla una pelea a mi alrededor.;;;;;x
EVTDESC_DR_CULTS_7114_HOLDER;As my brethren approach the [desecration_holder.Religion.GetPriestTitle] they call out for help and grab a nearby candelabra. Within short notice a small group of priests come rushing into the room and a melee breaks out around me.;Alors que mes [Root.GetReligionWarriorPlural] approchent le [desecration_holder.Religion.GetPriestTitle], il appelle à l'aide et saisit un candélabre à proximité. Après un court instant, un petit groupe de prêtres se précipitent dans la pièce et une mêlée éclate autour de moi.;Als meine [Root.GetReligionWarriorPlural] sich dem/der [desecration_holder.Religion.GetPriestTitle] nähern, ruft diese/r um Hilfe und greift nach einem Kerzenständer. Kurz darauf strömt eine kleine Gruppe von Priestern in den Raum und um mich herum bricht ein Handgemenge aus.;;Los [Root.GetReligionWarriorPlural] se acercan al/a la [desecration_holder.Religion.GetPriestTitle], que pide ayuda a gritos y agarra un candelabro. Segundos más tarde, un grupo de sacerdotes irrumpe en la habitación y estalla una pelea a mi alrededor.;;;;;x
EVTOPTA_DR_CULTS_7114;To arms! For [Root.GetDWDevil]!;Aux armes ! Pour [Root.GetDWDevil] !;Zu den Waffen! Für [Root.GetDWDevil]!;;¡A las armas! ¡Por [Root.GetDWDevil]!;;;;;x
EVTOPTB_DR_CULTS_7114;Retreat!;Retirons-nous !;Rückzug!;;¡Retirada!;;;;;x

EVTDESC_DR_CULTS_7116_POOR;Navigating our way through the shrine I and my companions have entered the small room that goes for the inner sanctum. The room contains the sparsest possible honorings to [desecration_holder.Religion.GetHighGodName] and a scant few decorative idols and relics. The state of this place shows clearly the superiority of our cause!;Poursuivant notre chemin à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de taille modeste, moi et mes compagnons entrons dans la petite pièce qui mène au sanctuaire. Elle contient quelques objets honorant [desecration_holder.Religion.GetHighGodName] et quelques petites idoles décoratives et des reliques. L'état de ce lieu démontre clairement la supériorité de notre cause !;Auf dem Weg durch das kleine Gotteshaus betreten meine Gefährten und ich einen kleinen Raum: das innere Heiligtum. Der Raum enthält nur die nötigsten Objekte zur Huldigung von [desecration_holder.GetHighGodNameCap] sowie eine Handvoll ornamentaler Götzen und Relikte. Der Zustand dieses Orts unterstreicht die Notwendigkeit unserer Mission!;;Exploramos el pequeño templo y llegamos hasta una pequeña estancia que conduce al sanctasanctórum. La habitación contiene imágenes muy austeras en honor a [desecration_holder.GetHighGodNameCap] y unas pocas reliquias y estatuas decorativas. El estado de este lugar no deja dudas de que nuestra causa es superior.;;;;;x
EVTDESC_DR_CULTS_7116_RICH;Making our way through the temple I and my companions enter the inner sanctum with its relics and religious idols. A small treasure in both the spiritual and material worlds lies before us. Such a rich and holy place will be most fitting for our dark deeds.;Nous frayant un chemin à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela], moi et mes compagnons entrons dans le sanctuaire avec ses reliques et les idoles religieuses. Un petit trésor à la fois du monde spirituel et du monde matériel se trouve devant nous. Un lieu aussi riche et sacré sera le plus approprié pour nos sombres actes.;Auf dem Weg durch das Gotteshaus betreten meine Gefährten und ich das innere Heiligtum mit seinen Relikten und religiösen Götzen. Ein kleiner Schatz, sowohl in spiritueller als auch weltlicher Hinsicht, liegt vor uns. Ein solch reicher und heiliger Ort ist bestens für unser dunkles Werk geeignet.;;En nuestro avance por el templo llegamos hasta una pequeña estancia que conduce al sanctasanctórum. Contiene reliquias e imágenes religiosas. Frente a nuestros ojos se encuentra un tesoro material y espiritual. Este lugar rico y sagrado es perfecto para llevar a cabo nuestros rituales oscuros.;;;;;x
EVTDESC_DR_CULTS_7116_RICHER;Having penetrated the defenses of the impressive [desecration_holder.GetHouseOfWorship] I and my companions have entered the inner sanctum and are preparing for the desecration ritual. The walls are covered in rich tapestries and holy relics and idols are strewn across the room. It is undoubtedly a place of both wealth and piety, perfect for our cause!;Ayant pénétré à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de taille impressionnante, moi ainsi que mes compagnons entrons dans le sanctuaire et nous nous préparons pour la profanation. Les murs sont recouverts de riches tapisseries, et les reliques et idoles sacrées sont éparpillées à travers la pièce. C'est sans aucun doute un endroit à la fois riche et pieux, parfait pour notre cause !;Nachdem wir die Verteidigungsanlagen des beeindruckenden Gotteshauses durchbrochen haben, haben meine Gefährten und ich das innere Heiligtum betreten und bereiten nun das Ritual zur Schändung vor. Die Wände sind mit teuren Wandteppichen bedeckt und heilige Relikte sowie Götzen sind im Raum verteilt. Dies ist zweifellos ein Ort des Reichtums und der Frömmigkeit. Perfekt für unser Werk!;;Mis compañeros y yo hemos penetrado las defensas del impresionante templo y hemos llegado al sanctasanctórum. Nos disponemos a realizar el ritual de profanación. Las paredes están recubiertas de hermosos tapices y la estancia está llena de reliquias sagradas e imágenes. El lugar rezuma riqueza y piedad. ¡Es perfecto para nuestra causa!;;;;;x
EVTOPT_DR_CULTS_7116_STEWARDSHIP;I will take the most expensive relics for myself!;Je vais prendre les reliques de grande valeur pour moi-même !;Ich beanspruche die teuersten Relikte für mich selbst!;;¡Me voy a quedar las reliquias más valiosas!;;;;;x
EVTOPT_DR_CULTS_7116_LEARNING;I will use the most sacred in the rites of desecration!;Je vais profaner ce qu'il y a de plus sacré !;Ich werde die heiligsten aller Relikte für die Riten der Schändung verwenden!;;Voy a usar las reliquias más sagradas en el ritual de profanación.;;;;;x
EVTOPTA_DR_CULTS_7116;These relics shall be put to better use. My use.;On devrait faire un meilleur usage de ces reliques. Mon usage.;Diese Relikte werden einer besseren Sache dienen. Meiner Sache.;;Debemos usar las reliquias para otros fines. Mis fines.;;;;;x
