#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.16.17 -Komioski
#####################
# BRETONNIAN EVENTS #
#####################
#namespace = BRETONNIA;;;;;;;;;;;;;;;
normal_tourny_1st_2;Regional Tournament Victories: 2;Victoires Tournoi Régional: 2;;;Victorias en Torneo Regional: 2;;;;;;;;;x
normal_tourny_1st_3;Regional Tournament Victories: 3;Victoires Tournoi Régional: 3;;;Victorias en Torneo Regional: 3;;;;;;;;;x
normal_tourny_1st_4;Regional Tournament Victories: 4;Victoires Tournoi Régional: 4;;;Victorias en Torneo Regional: 4;;;;;;;;;x
normal_tourny_1st_5;Regional Tournament Victories: 5+;Victoires Tournoi Régional: 5+;;;Victorias en Torneo Regional: 5+;;;;;;;;;x
normal_tourny_2nd_1;Regional Tournament Second Places: 1;Secondes places Tournoi Régional: 1;;;Segundas plazas en Torneo Regional: 1;;;;;;;;;x
normal_tourny_2nd_2;Regional Tournament Second Places: 2;Secondes places Tournoi Régional: 2;;;Segundas plazas en Torneo Regional: 2;;;;;;;;;x
normal_tourny_2nd_3;Regional Tournament Second Places: 3;Secondes places Tournoi Régional: 3;;;Segundas plazas en Torneo Regional: 3;;;;;;;;;x
normal_tourny_2nd_4;Regional Tournament Second Places: 4;Secondes places Tournoi Régional: 4;;;Segundas plazas en Torneo Regional: 4;;;;;;;;;x
normal_tourny_2nd_5;Regional Tournament Second Places: 5+;Secondes places Tournoi Régional: 5+;;;Segundas plazas en Torneo Regional: 5+;;;;;;;;;x
normal_tourny_3rd_1;Regional Tournament Third Places: 1;Troisèmes places Tournoi Régional: 1;;;Terceras plazas en Torneo Regional: 1;;;;;;;;;x
normal_tourny_3rd_2;Regional Tournament Third Places: 2;Troisèmes places Tournoi Régional: 2;;;Terceras plazas en Torneo Regional: 2;;;;;;;;;x
normal_tourny_3rd_3;Regional Tournament Third Places: 3;Troisèmes places Tournoi Régional: 3;;;Terceras plazas en Torneo Regional: 3;;;;;;;;;x
normal_tourny_3rd_4;Regional Tournament Third Places: 4;Troisèmes places Tournoi Régional: 4;;;Terceras plazas en Torneo Regional: 4;;;;;;;;;x
normal_tourny_3rd_5;Regional Tournament Third Places: 5+;Troisèmes places Tournoi Régional: 5+;;;Terceras plazas en Torneo Regional: 5+;;;;;;;;;x
small_tourny_1st_1;Small Tournament Victories: 1;Victoires Petit Tournoi: 1;;;Victorias en Pequeño Torneo: 1;;;;;;;;;x
small_tourny_1st_2;Small Tournament Victories: 2;Victoires Petit Tournoi: 2;;;Victorias en Pequeño Torneo: 2;;;;;;;;;x
small_tourny_1st_3;Small Tournament Victories: 3;Victoires Petit Tournoi: 3;;;Victorias en Pequeño Torneo: 3;;;;;;;;;x
small_tourny_1st_4;Small Tournament Victories: 4;Victoires Petit Tournoi: 4;;;Victorias en Pequeño Torneo: 4;;;;;;;;;x
small_tourny_1st_5;Small Tournament Victories: 5+;Victoires Petit Tournoi: 5+;;;Victorias en Pequeño Torneo: 5+;;;;;;;;;x
small_tourny_2nd_1;Small Tournament Second Places: 1;Secondes places Petit Tournoi: 1;;;Segundas plazas en Pequeño Torneo: 1;;;;;;;;;x
small_tourny_2nd_2;Small Tournament Second Places: 2;Secondes places Petit Tournoi: 2;;;Segundas plazas en Pequeño Torneo: 2;;;;;;;;;x
small_tourny_2nd_3;Small Tournament Second Places: 3;Secondes places Petit Tournoi: 3;;;Segundas plazas en Pequeño Torneo: 3;;;;;;;;;x
small_tourny_2nd_4;Small Tournament Second Places: 4;Secondes places Petit Tournoi: 4;;;Segundas plazas en Pequeño Torneo: 4;;;;;;;;;x
small_tourny_2nd_5;Small Tournament Second Places: 5+;Secondes places Petit Tournoi: 5+;;;Segundas plazas en Pequeño Torneo: 5+;;;;;;;;;x
small_tourny_3rd_1;Small Tournament Third Places: 1;Troisièmes places Petit Tournoi: 1;;;Terceras plazas en Pequeño Torneo: 1;;;;;;;;;x
small_tourny_3rd_2;Small Tournament Third Places: 2;Troisièmes places Petit Tournoi: 2;;;Terceras plazas en Pequeño Torneo: 2;;;;;;;;;x
small_tourny_3rd_3;Small Tournament Third Places: 3;Troisièmes places Petit Tournoi: 3;;;Terceras plazas en Pequeño Torneo: 3;;;;;;;;;x
small_tourny_3rd_4;Small Tournament Third Places: 4;Troisièmes places Petit Tournoi: 4;;;Terceras plazas en Pequeño Torneo: 4;;;;;;;;;x
small_tourny_3rd_5;Small Tournament Third Places: 5+;Troisièmes places Petit Tournoi: 5+;;;Terceras plazas en Pequeño Torneo: 5+;;;;;;;;;x
EVTDESC70052;[FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has been crowned the winner of [From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName]'s tournament.;[FromFrom.GetTitle] [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] a été couronné vainqueur du tournoi de [From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName].;;;[FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] ha sido coronodado vencedor del Torneo de [From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName].;;;;;;;;;x
EVTDESC70054;A previously unknown hedge knight has been crowned the winner of my tourney, perhaps I should take him into my service?;Un chevalier errant auparavant inconnu a été couronné vainqueur de mon tournoi. Peut-être devrais-je le prendre à mon service ?;;;Un caballero errante hasta ahora desconocido ha sido coronado como el ganador de mi torneo, tal vez debería llevarlo a mi corte;;;;;;;;;x
EVTDESC70055;A previously unknown hedge knight has won second place at my tourney, perhaps I should take him into my service?;Un chevalier errant auparavant inconnu a remporté la seconde place de mon tournoi. Peut-être devrais-je le prendre à mon service ?;;;Un caballero errante hasta ahora desconocido ha quedado en segudo lugar en mi torneo, tal vez debería llevarlo a mi corte;;;;;;;;;x
EVTDESC70056;A previously unknown hedge knight has won third place at my tourney, perhaps I should take him into my service?;Un chevalier errant auparavant inconnu a remporté la troisième place de mon tournoi. Peut-être devrais-je le prendre à mon service ?;;;Un caballero errante hasta ahora desconocido ha quedado en tercer lugar en mi torneo, tal vez debería llevarlo a mi corte;;;;;;;;;x
EVTOPTA70054;Hedge Knights don't belong here;Les Chevaliers Errants n'ont rien à faire ici.;;;Los caballeros errantes no tienen hueco aquí.;;;;;;;;;x
EVTOPTB70054;I shall welcome him;Je l'accueillerai.;;;Voy a darle la bienvenida;;;;;;;;;x
opinion_queen_love_beauty;Queen of Love and Beauty;Reine d'amour et de beauté;;;Reina del amor y la belleza;;;;;;;;;x
opinion_queen_love_beauty_chosen;My Queen of Love and Beauty;Ma reine d'amour et de beauté;;;Elegir a la Reina del amor y la belleza;;;;;;;;;x
EVTTOOLTIP70057;will be most pleased;sera enchantée;;;Sera complacido;;;;;;;;;x
EVTDESC70053;As winner of the Tourney of [From.Capital.GetName] I have the honour of selecting the Queen of Love and Beauty for the tournament.;En tant que vainqueur du Tournoi de [From.Capital.GetName] j'ai l'honneur de choisir la reine d'amour et de beauté du tournoi.;;;Como ganador del Torneo de [From.Capital.GetName] tengo el honor de elegir a la Reina del Amor y la belleza de este Torneo.;;;;;;;;;x
EVTOPT70053SPOUSE;Of course my fair [Root.Spouse.GetFirstName] is my queen;Il est évident que ma chère [Root.Spouse.GetFirstName] est ma reine;;;;;;;;;;;;x
EVTOPT70053BETROTHED;My beloved betrothed shall have this honour;Ma bien-aimée fiancée aura cet honneur;;;;;;;;;;;;x
EVTOPT70053LOVER;My lover is my true queen;Mon amante est ma véritable reine;;;;;;;;;;;;x
EVTOPTA70053;She is truely a beauty;Elle est réellement une beauté.;;;Ella es verdaderamente hermosa;;;;;;;;;x
EVTOPTB70053;She is of a great family;Elle est d'une grande famille.;;;Ella es de un gran Dinastia;;;;;;;;;x
EVTOPTC70053;She is my love;C'est mon amour.;;;Ella es mi amor;;;;;;;;;x
EVTOPTD70053;Hmm, she will do;Hmm, cela ira.;;;Hmm, ella servira;;;;;;;;;x
EVTDESC70057;A great honour has been bestowed upon me, [From.GetTitledFirstName] [From.GetOnlyDynastyName] has chosen me as Queen of Love and Beauty for the Tourney of [FromFrom.Capital.GetName]!;Un grand honneur m'a été accordé, [From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName] m'a choisie comme Reine d'Amour et de Beauté du Tournoi de [FromFrom.Capital.GetName] !;;;Es un gran honor y privilegio que, [From.GetTitledFirstName] [From.GetOnlyDynastyName] me haya elegido como Reina del amor y la belleza del Torneo de [FromFrom.Capital.GetName];;;;;;;;;x
EVTOPTA70057;How wonderful!;Que c'est merveilleux !;;;¡Que maravilloso!;;;;;;;;;x
EVTDESC70058;As victor of my tourney, [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has the honour of choosing the Queen of Love and Beauty. So [FromFrom.GetSheHe] has decided to crown [From.GetFirstName] [From.GetOnlyDynastyName] as [FromFrom.GetHerHis] Queen.;En tant que vainqueur de mon tournoi, [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] a eu l'honneur de choisir la reine d'amour et de beauté. [FromFrom.GetSheHeCap] a décidé de couronner [From.GetFirstName] [From.GetOnlyDynastyName] comme sa reine.;;;[From.GetFirstName] [From.GetOnlyDynastyName] ha sido coronada Reina del Amor y la Belleza de mi Torneo.;;;;;;;;;x
EVTOPTA70058;A good choice;Un bon choix.;;;Una buena elección;;;;;;;;;x
EVTDESC70050;A fellow competitor, noticing your brave performance in the lists, has offered to knight you in recognition of this.;Un compétiteur, ayant remarqué votre bravoure dans les lices, a proposé de vous adouber.;;;Un competidor, mostrando su valentía en las listas, ha solicitado ser nombrado caballero, en reconocimiento.;;;;;;;;;x
EVTOPTA70050;I deserve this;Je le mérite.;;;Merezco esto.;;;;;;;;;x
EVTOPTB70050;No thanks;Non merci.;;;No gracias.;;;;;;;;;x
EVTDESC70051;For his solid performance in the lists, [From.GetTitledFirstName] [From.GetOnlyDynastyName] has been knighted by a fellow competitor.;Pour ses performances dans les lices, [From.GetFirstName] [From.GetOnlyDynastyName] a été fait chevalier par un des compétiteurs.;;;Por una gran muestra de valentía, [From.GetTitledFirstName] [From.GetOnlyDynastyName] ha sido nombrado caballero.;;;;;;;;;x
EVTOPTA70051;A good performance indeed;Une bonne performance en effet.;;;Una gran muestra, sin duda.;;;;;;;;;x
EVTDESC70060;My death sadly means the tourney has to be cancelled;Ma mort signifie malheusement que le tournoi doit être annulé.;;;Mi muerte significa que el Torneo debe ser cancelado;;;;;;;;;x
EVTOPTA70060;Do I really care now?;Je m'en fiche désormais.;;;¿Realmente importa ahora?;;;;;;;;;x
EVTDESC70059;As victor of the Tourney of [From.Capital.GetName], [FromFromFrom.GetTitledFirstName] [FromFromFrom.GetOnlyDynastyName] has the honour of choosing the Quuen of Love and Beauty. So [FromFromFrom.GetSheHe] has decided to crown [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] as [FromFromFrom.GetHerHis] Queen.;En tant que vainqueur du tournoi de [From.Capital.GetName], [FromFromFrom.GetTitledFirstName] [FromFromFrom.GetOnlyDynastyName] a eu l'honneur de choisir la reine d'amour et de beauté. [FromFromFrom.GetSheHeCap] a décidé de couronner [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] comme sa reine.;;;[From.GetFirstName] [From.GetOnlyDynastyName] ha sido coronada Reina del Amor y la Belleza por el ganador del Torneo de [From.Capital.GetName];;;;;;;;;x
opinion_potential_tourny_rival;Potential Tourney Rival;Potentiel rival en tournoi;;;Rival potencial en el Torneo;;;;;;;;;x
EVTOPTD70000;No, don't bother me about tourneys again!;Non, ne me dérangez pas à nouveau à propos de tournois !;;;No, no me molestes sobre torneos otra vez;;;;;;;;;x
EVTOPTA70052;[FromFrom.GetSheHeCap] truly deserves it!;[FromFrom.GetSheHeCap] le mérite vraiment !;;;Realmente lo merece;;;;;;;;;x
EVTDESC70061;During the tourney feasts [From.GetTitledFirstName] [From.GetOnlyDynastyName] was heard to boast how many more jousts [From.GetSheHe] has won than you, and then went on to openly declare that [From.GetSheHe] would vanquish you in the lists, mocking your prowess all the while. Shall I let this stand?;Durant le festin organisé pour le tournoi, [From.GetTitledFirstName] [From.GetOnlyDynastyName] s'est vanté d'avoir remporté bien plus de titres que vous, puis [From.GetSheHe] a décrit comment [From.GetSheHe] vous vaincrait dans les lices lors de ce tournoi. Le laisserai-je faire?;;;Durante las fiestas del torneo un compañero competidor se le oyó jactarse de cuantos títulos más ha ganado, a continuación, pasó a describir cómo te vencería en las listas. ¿Debo dejar que se ria sin más?;;;;;;;;;x
EVTOPTA70061;[From.GetSheHeCap] merely jests;Ce n'était que de simples plaisanteries.;;;Él simplemente bromea;;;;;;;;;x
EVTOPTB70061;I will show [From.GetHerHim];Je vais lui montrer.;;;Yo le enseñaré;;;;;;;;;x
EVTOPTC70061;That's it! I challenge you to single combat!;Très bien ! Je vous défie en combat singulier !;;;¡Ya esta bien! ¡ Te desafio a un duelo!;;;;;;;;;x
EVTTOOLTIP70062;will become your rival;va devenir votre rival;;;se convertira en tu rival;;;;;;;;;x
EVTTOOLTIP70063;will be challenged to a duel;va être défié en duel;;;sera desafiado a un duelo;;;;;;;;;x
EVTDESC70062;During the tourney feasts I was jesting with some companions about how I'd vanquish my opponents in the lists, particularly the inept [From.GetTitledFirstName] [From.GetOnlyDynastyName]. [From.GetSheHeCap] did not seem happy with the goading, and appears to bear a grudge now...;Durant le festin organisé pour le tournoi, j'ai plaisanté avec quelques compagnons sur la façon dont j'ai terrassé mes adversaires dans les lices, et particulièrement l'inepte [From.GetTitledFirstName] [From.GetOnlyDynastyName]. [From.GetSheHeCap] semble avoir une dent contre moi maintenant...;;;Durante las fiestas de torneo estaba bromeando con algunos compañeros sobre cómo me venzo a mis oponentes en las listas, sobre todo un caballero que tiene menos títulos que yo. Él parece guardar rencor ahora …;;;;;;;;;x
EVTOPTA70062;I will dominate [From.GetHerHim];Je vais le(a) battre.;;;Voy a luchar.;;;;;;;;;x
EVTDESC70063;During the tourney feasts I was jesting with some companions about how I'd vanquish my opponents in the lists, particularly the inept [From.GetTitledFirstName] [From.GetOnlyDynastyName]. After this goading, [From.GetSheHe] proceeded to walk calmly across the hall and threw [From.GetHerHis] glove full in my face, challenging me to single combat!;Durant le festin organisé pour le tournoi, j'ai plaisanté avec quelques compagnons sur la façon dont j'ai terrassé mes adversaires dans les lices, et particulièrement [From.GetTitledFirstName] [From.GetOnlyDynastyName] qui a moins de titres que moi. [From.GetSheHe] s'est levé et a traversé la grande salle avant de me jeter son gant au visage, me défiant en combat singulier !;;;Durante las fiestas de torneo estaba bromeando con algunos compañeros sobre cómo me venzo a mis oponentes en las listas, particularmente [From.GetFirstName] [From.GetOnlyDynastyName] quien tiene menos títulos que yo. A continuación, caminó con calma a través del pasillo y lanzó su guante de lleno en mi cara, ¡me reto a un combate singular!;;;;;;;;;x
EVTOPTA70063;I apologise profusely;Je lui présente mes excuses.;;;Le presento mis disculpas;;;;;;;;;x
EVTOPTB70063;I accept!;J'accepte !;;;¡Acepto!;;;;;;;;;x
EVTTOOLTIP70069;The duel will end inconclusively;Le duel ne sera pas concluant.;;;El duelo termina sin resultados;;;;;;;;;x
EVTDESC70064;The hall fell silent as your glove fell to the floor after you threw it square in [From.GetTitledFirstName] [From.GetOnlyDynastyName]'s face. [From.GetSheHeCap] looked panicked before [From.GetSheHe] backed down and apologised profusely for [From.GetHerHis] dishonourable words.;Un silence de mort s'est abattu sur la grande salle au moment où votre gant a atteint avec force le visage de [From.GetTitledFirstName] [From.GetOnlyDynastyName]. Vous pouviez lire l'affolement dans son regard avant qu'[From.GetSheHe] ne cède et vous fasse ses plus plates excuses pour ses calomnies.;;;La sala quedo enmudecida cuando le golpeas con un guante en la cara de  [From.GetTitledFirstName] [From.GetOnlyDynastyName]. Con el miedo en sus ojos, se disculpo de tal mañas y deshonestas palabras contra ti.;;;;;;;;;x
EVTOPTA70064;Good;Bien;;;Bien;;;;;;;;;x
EVTDESC70065;[FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] accepted my challenge to single combat, and I proceeded to vanquish [FromFrom.GetHerHim] comfortably, no-one will mock me now.;[FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] a accepté mon défi et m'a affronté en combat singulier. Je l'ai vaincu promptement, personne n'osera plus me railler désormais.;;;[From.GetTitledFirstName] [From.GetOnlyDynastyName] acepto mi desafio a un duelo, y le venci comodamente, ahora nadie se burlará de mi.;;;;;;;;;x
EVTDESC70066;[From.GetTitledFirstName] [From.GetOnlyDynastyName] accepted my challenge to single combat, and our duel ended without a clear victor before we were seperated. This will not be forgotten.;[From.GetTitledFirstName] [From.GetOnlyDynastyName] a accepté mon défi et m'a affronté en combat singulier. Notre duel s'est achevé sans qu'on puisse désigner clairement un vainqueur. Cela ne sera pas oublié.;;;[From.GetTitledFirstName] [From.GetOnlyDynastyName] acepto mi desafio a un duelo, y terminó sin un claro vencedor. Esto no será olvidado.;;;;;;;;;x
EVTDESC70067;[From.GetTitledFirstName] [From.GetOnlyDynastyName] accepted my challenge to single combat, and proceeded to defeat me after a fierce clash. Perhaps I should of stayed silent...;[From.GetTitledFirstName] [From.GetOnlyDynastyName] a accepté mon défi et m'a affronté en combat singulier. Il m'a terrassé. Peut-être devrais-je désormais garder le silence…;;;[From.GetTitledFirstName] [From.GetOnlyDynastyName] acepto mi desafio a un duelo, y desgraciadamente me vencio. Quizas deberia haberme callado …;;;;;;;;;x
EVTOPTA70065;My honour is restored;Mon honneur est lavé…;;;Mi honor está restaurado;;;;;;;;;x
EVTOPTA70066;Until the next time...;Jusqu'à la prochaine fois…;;;La proxima vez será;;;;;;;;;x
EVTOPTA70067;The humiliation...;Quelle humiliation…;;;Que humillación;;;;;;;;;x
EVTDESC70068;[From.GetTitledFirstName] [From.GetOnlyDynastyName] defeated me in the duel, [From.GetSheHe] claims [From.GetHerHis] honour is restored, what of mine?;[From.GetTitledFirstName] [From.GetOnlyDynastyName] m'a défait en duel, [From.GetSheHe] a proclamé que son honneur était lavé, mais le mien?;;;[FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] me derrotó en el duelo, su honor está restaurado. ¿Qué pasa conmigo?;;;;;;;;;x
EVTOPTA70068;The humiliation...;Quelle humiliation…;;;Que humillación;;;;;;;;;x
EVTDESC70069;The duel with [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] ended without a clear victor before we were seperated, this will not be forgotten.;Le duel avec [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] s'est achevé sans que l'on puisse désigner clairement un vainqueur. Ce ne sera pas oublié.;;;El duelo con [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] terminó sin un claro vencedor antes de ser separados, esto no sera olvidado.;;;;;;;;;x
EVTDESC70070;The duel with [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] ended with me the clear victor, and my assertion of superior prowess vindicated. This bodes well for the tourney!;Le duel avec [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] s'est achevé sur ma nette victoire et mes affirmations quant à ma supériorité confirmées. Ceci est de bon augure pour le tournoi ! ;;;El duelo con [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] terminó conmigo como claro vencedor, con mis afirmaciones de mi superioridad. ¡Es un buen augurio para el Torneo!;;;;;;;;;x
EVTDESC70071;The hall fell silent as [From.GetTitledFirstName] [From.GetOnlyDynastyName]'s glove fell to the floor after he threw it square in [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName]'s face. The men say this was because of [FromFrom.GetFirstName]'s jests, the result is [From.GetFirstName] [From.GetOnlyDynastyName]'s victory in the ensuing duel.;Un silence de mort s'est abattu sur la grande salle alors que le gant de [From.GetTitledFirstName] [From.GetOnlyDynastyName] retombait à terre après avoir gifflé le visage de [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName]. On dit que c'est à cause des plaisanteries de [FromFrom.GetFirstName]. Le duel qui s'ensuivit a vu la victoire de [From.GetFirstName] [From.GetOnlyDynastyName].;;;El silencio de apoderó de la sala cuando [From.GetFirstName] [From.GetOnlyDynastyName] retó a un duelo a  [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]. Los hombres dicen que esto fue debido a alas burlas de [FromFrom.GetFirstName], en el que en el duelo salio victorioso [From.GetFirstName] [From.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTA70071;How exciting!;Que c'est excitant !;;;¡Que excitante!;;;;;;;;;x
EVTDESC70072;The hall fell silent as [From.GetFirstName] [From.GetOnlyDynastyName]'s glove fell to the floor after he threw it square in [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]'s face. The men say this was because of [FromFrom.GetFirstName]'s jests, the victor was unclear before the combatants were seperated.;Un silence de mort s'est abattu sur la grande salle alors que le gant de [From.GetFirstName] [From.GetOnlyDynastyName] retombait à terre après avoir gifflé le visage de [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]. On dit que c'est à cause des plaisanteries de [FromFrom.GetFirstName]. Le duel qui s'ensuivit n'a pas réussi à départager les deux combattants.;;;El silencio de apoderó de la sala cuando [From.GetFirstName] [From.GetOnlyDynastyName] retó a un duelo a  [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]. Los hombres dicen que esto fue debido a alas burlas de [FromFrom.GetFirstName], no quedó claro quien fue el vencedor del duelo antes de ser separados.;;;;;;;;;x
EVTDESC70073;The hall fell silent as [From.GetTitledFirstName] [From.GetOnlyDynastyName]'s glove fell to the floor after he threw it square in [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName]'s face. The men say this was because of [FromFrom.GetFirstName]'s jests, the result is [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]'s victory in the ensuing duel.;Un silence de mort s'est abattu sur la grande salle alors que le gant de [From.GetTitledFirstName] [From.GetOnlyDynastyName] retombait à terre après avoir gifflé le visage de [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName]. On dit que c'est à cause des plaisanteries de [FromFrom.GetFirstName]. Le duel qui s'ensuivit a vu la victoire de [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName].;;;El silencio de apoderó de la sala cuando [From.GetFirstName] [From.GetOnlyDynastyName] retó a un duelo a  [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName]. Los hombres dicen que esto fue debido a alas burlas de [FromFrom.GetFirstName], en el que en el duelo salio victorioso[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName].;;;;;;;;;x
EVTDESC70074;During the post tourney celebrations I caught the gaze of my Queen of Love and Beauty, could it be that she desires me?;Durant les célébrations qui ont suivi le tournoi, j'ai remarqué les regards que m'a lancé ma Reine d'Amour et de Beauté. Se pourrait-il qu'elle me désire ?;;;Durante las celebraciones después de torneo capté la mirada de mi Reina del Amor y la Belleza, ¿puede ser que ella me desee?;;;;;;;;;x
EVTOPTA70074;I shall pursue her;Je vais lui faire des avances.;;;Voy a intentarlo;;;;;;;;;x
EVTTOOLTIP70075;will respond to your advances;va répondre à vos avances;;;Le seguire el juego;;;;;;;;;x
EVTOPTB70074;She's not for me;Elle n'est pas pour moi.;;;Ella no es para mi;;;;;;;;;x
EVTDESC70075;[From.GetTitledFirstName] [From.GetOnlyDynastyName], the winner of the tourney and my champion, has been trying to seduce me all night. He did name me Queen of love and Beauty, perhaps we are meant for eachother?;[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName], le vainqueur du tournoi et mon champion, a tenté de me séduire durant une bonne partie de la nuit. Il m'a nommée Reine d'Amour et de Beauté, peut-être sommes nous faits l'un pour l'autre ?;;;[From.GetTitledFirstName] [From.GetOnlyDynastyName], el vencedor del torneo y mi campeón, ha intentado seducirme durante toda la noche. El me nombro Reina del Amor y la Belleza, ¿Quizas estemos destinados?;;;;;;;;;x
EVTOPTA70075;Embrace the passion;Embrassez la passion;;;Abraza la pasión;;;;;;;;;x
EVTTOOLTIP70076;will be thrilled;va être ravi;;;estará encantado;;;;;;;;;x
EVTOPTB70075;No thanks;Non merci.;;;No gracias.;;;;;;;;;x
EVTTOOLTIP70077;will be disappointed;va être déçu;;;será avergonzado;;;;;;;;;x
EVTDESC70076;After much flirting and merriment I have managed to seduce [From.GetFirstName] [From.GetOnlyDynastyName], my Queen of Love and Beauty. My tourney is complete!;Après l'avoir courtisé et égayé pendant des heures je suis parvenu à séduire [From.GetFirstName] [From.GetOnlyDynastyName], ma Reine d'Amour et de Beauté. Mon tournoi est une totale réussite!;;;;;;;;;;;;x
EVTOPTA70076;Great!;Génial !;;;¡Genial!;;;;;;;;;x
EVTDESC70077;Despite my best efforts at flirtation and seduction, [From.GetFirstName] [From.GetOnlyDynastyName], my Queen of Love and Beauty, has rejected my advancements.;Malgré tous mes efforts pour la courtiser et la séduire, [From.GetFirstName] [From.GetOnlyDynastyName], ma Reine d'Amour et de Beauté, a repoussé mes avances.;;;Despues de mis mejores trucos de flirteo, [From.GetFirstName] [From.GetOnlyDynastyName], mi Reina del Amor y la Belleza, ha rechazado mis cortejos.;;;;;;;;;x
EVTOPTA70077;I'll have to find some wench then;Je devrai chercher une autre jouvencelle dans ce cas.;;;Voy a tener que encontrar alguna moza luego;;;;;;;;;x
show_me_the_medal_winners;Show tourney medal winners;Voir les vainqueurs de médailles dans des tournois.;;;Ver los medalleros de los torneos;;;;;;;;;x
show_me_the_medal_winners_desc;Show tourney medal winners;Voir les vainqueurs de médailles dans des tournois.;;;Ver los medalleros de los torneos;;;;;;;;;x
EVTDESC70078;My liege, please choose a tier of tourney for which you would like to know of the medal winners;Messire, choisissez s'il vous plaît une taille de tournoi pour lequel vous voudriez connaître les médailles des vainqueurs;;;Mi señor, por favor elija un nivel de torneo para el que le gustaría saber de los ganadores de las medallas;;;;;;;;;x
EVTOPTA70078;Grand Tourney;Grand Tournoi;;;Gran Torneo;;;;;;;;;x
EVTOPTB70078;Regional Tourney;Tournoi Régional;;;Torneo Regional;;;;;;;;;x
EVTOPTC70078;Local Tourney;Tournoi Local;;;Torneo Local;;;;;;;;;x
EVTDESC70079;Here lists all living medal winners of the Grand Tourneys of Bretonnia, where all Knights and Lords of the realm are invited.;Ici sont inscrites toutes les personnes vivantes ayant remporté une médaille les Grands Tournois de Westeros, où tous les chevaliers et les seigneurs sont invités.;;;Aquí se enumeran todos los ganadores de las medallas vivos del Grandes Torneos de Poniente, donde se invita a todos los caballeros y señores del reino.;;;;;;;;;x
EVTOPTA70079;Winners;Vainqueurs;;;Vencedores;;;;;;;;;x
EVTOPTB70079;Runners-up;Seconde place;;;Segunda plaza;;;;;;;;;x
EVTOPTC70079;Third Place;Troisième place;;;Tercera plaza;;;;;;;;;x
EVTDESC70080;Here lists all living medal winners of the Tourneys in your region.;Ici sont inscrites toutes les personnes vivantes ayant remporté une médialle dans les Grands Tournois de votre région.;;;Aquí se enumeran todos los ganadores de las medallas vivos de los torneos en tu región.;;;;;;;;;x
EVTDESC70081;Here lists all living medal winners of the local Tourneys;Ici sont inscrites toutes les personnes ayant remporté une médaille dans les Tournois locaux.;;;Aquí se enumeran todos los ganadores de las medallas vivos de los Torneos locales;;;;;;;;;x
EVTOPTE70000;Don't ask me about these small tournies again!;Ne me dérangez plus à propos de ces petits tournois !;;;¡No me pregunte acerca de estos pequeños torneos de nuevo!;;;;;;;;;x
EVTOPTF70000;Don't ask me about these type of tournies again!;Ne me dérangez plus à propos de ce type de tournois !;;;¡No me pregunte acerca de este tipo de torneos de nuevo!;;;;;;;;;x
