fimir_shearl;Shearl;;;;;;;;;;;;x
fimir_fimm;Fimm Warrior;;;;;;;;;;;;x
fimir_noble;Fimm Noble;;;;;;;;;;;;x
fimir_dirach;Dirach;;;;;;;;;;;;x
fimir_maergh;Maergh;;;;;;;;;;;;x
fimir_shearl_desc;The Shearl are the lowest in the Fimir caste system, being the 'drones' of the race. They are a stupid, slow-witted bunch, and are mostly used as chaff for the nobles and warriors.;;;;;;;;;;;;;x
fimir_fimm_desc;The Fimm are the second highest class in the Fimir caste system, being the warriors and nobles of the race. While they are about as intelligent as an Ork, they have the same brutish strength and behaviour, easily overpowering a man.;;;;;;;;;;;;;x
fimir_noble_desc;The Fimm are the second highest class in the Fimir caste system, being the warriors and nobles of the race. While they are about as intelligent as an Ork, they have the same brutish strength and behaviour, easily overpowering a man.;;;;;;;;;;;;;x
fimir_dirach_desc;The Dirach are the third highest class of the Fimir caste system, being the wizards and priests of the race. Much like the Meargh, they are highly intelligent, and the Dirach are capable of controlling and binding Daemons to their services, such as Nuckelavees. While not as powerful as a trained Human wizard, Dirach are still very deadly, and can demolish scores of soldiers in seconds.;;;;;;;;;;;;;x
fimir_maergh_desc;The Maergh are the highest class of the Fimir caste system, being the undisputed rulers of the race. Born scarcely more than a single one per century in any given clan, the Maergh are the only females in Fimir society. Even though are not the mothers of the Fimir, all Fimir in a clan would gladly lie down their lives to protect her.;;;;;;;;;;;;;x
#
# FOREST SPIRIT TRAITS
#
creature_forestspirit;Forest Spirit;;;;;;;;;;;;;
creature_forestspirit_desc;Athel Loren is ripe with spirits of all kinds, some of them as old as the world itself. Capricious and mysterious creatures, their minds are alien even to the Asrai living with them, but they all share a fierce determination when it comes to protecting their woods.;;;;;;;;;;;;;
#
# GREENSKIN TRAITS
#
greenskin_shaman;Greenskin Shaman;;;;;;;;;;;;;x
greenskin_shaman_desc;Greenskin Shamans are an unpredictable lot, but their power in battle is undeniable - when those powers work as intended, of course. When not, they can be as dangerous to their own side as the enemy.;;;;;;;;;;;;;x
greenskin_gods_gork;Prefers Gork;;;;;;;;;;;;x
greenskin_gods_gork_desc;This Greenskin thinks that Gork is the best of the twin gods, because he's cunningly brutal;;;;;;;;;;;;x
greenskin_gods_mork;Prefers Mork;;;;;;;;;;;;x
greenskin_gods_mork_desc;This Greenskin thinks that Mork is the best of the twin gods, because he's brutally cunning.;;;;;;;;;;;;x
lore_waaagh;Lore of Da Waaagh - §GBattle Magic Pool([This.MagicPool.GetValue]/[This.MagicPoolMax.GetValue])§!;;;;;;;;;;;;x
lore_waaagh_desc;The Greenskins don't channel the Winds of Magic like most other races, instead, their shamans draw power from the Waaagh, a magic field generated unconsciously by all Greenskins. They can manifest this power in all kinds of ways, from strengthening their comrades in battle to summoning the feet of their gods to crush their enemies.\n§GSummons Spell Units during battles§!;;;;;;;;;;;;x
#
# GOBLIN TRAITS
#
goblin_small;Small Goblin;;;;;;;;;;;;;x
goblin_small_desc;This Goblin is downright titchy and should only think about bossing even smaller things, like Squigs and Snotlings.;;;;;;;;;;;;;x
goblin_average;Average Goblin;;;;;;;;;;;;;x
goblin_average_desc;This Goblin is about the size of an Goblin, and should follow their boss.;;;;;;;;;;;;;x
goblin_large;Large Goblin;;;;;;;;;;;;;x
goblin_large_desc;This Goblin is large, making them suitable for bossing most Goblins around.;;;;;;;;;;;;;x
goblin_huge;Huge Goblin;;;;;;;;;;;;;x
goblin_huge_desc;This Goblin is huge, making them the rightful boss of every sensible Goblin.;;;;;;;;;;;;;x
#
# ORC TRAITS
#
creature_orc;Orc;;;;;;;;;;;;;x
creature_orc_desc;This character is an Orc. Orcs are large, brawny greenskins which naturally dominate any smaller greenskins. The boss of a tribe is usually the largest and meanest, but it is not unknown for an unusually cunning or magically-gifted orc to maintain control through other means. Orcs love to fight and win, but are also partial to shouting, drinking and building large ramshackle constructions.;;;;;;;;;;;;;x
creature_goblin;Goblin;;;;;;;;;;;;;x
creature_goblin_desc;This character is a Hobgoblin. The Hobgoblin race is considered traitors by all of their Greenskin cousins, not because of their unbelievably treacherous nature, but by their treacherous betrayal of the Greenskin Uprising of Zharr-Naggrund. Hobgoblins are a distinctive sub-species of steppes-dwelling Goblins that are found only within the lands to the far east, in the rolling untamed plains of the Eastern Steppes.;;;;;;;;;;;;;x
creature_hobgoblin;Hobgoblin;;;;;;;;;;;;;x
creature_hobgoblin_desc;This character is a Goblin. Goblins are smaller greenskins, but make up for their size with exceptional cunning. Goblins typically serve as fodder for orc armies, but if a tribe of goblins manages to kill or drive off their orc bosses, they will strike out on their own and attempt to carve out their own domain.;;;;;;;;;;;;;x
orc_small;Small Orc;;;;;;;;;;;;;x
orc_small_desc;This Orc is downright titchy and should only think about bossing even smaller things, like Squigs and Snotlings.;;;;;;;;;;;;;x
orc_average;Average Orc;;;;;;;;;;;;;x
orc_average_desc;This Orc is about the size of an Orc, and should follow their boss.;;;;;;;;;;;;;x
orc_large;Large Orc;;;;;;;;;;;;;x
orc_large_desc;This Orc is large, making them suitable for bossing most Orcs around.;;;;;;;;;;;;;x
orc_huge;Huge Orc;;;;;;;;;;;;;x
orc_huge_desc;This Orc is huge, making them the rightful boss of every sensible Orc.;;;;;;;;;;;;;x
black_orc_trait;Black Orc;;;;;;;;;;;;x
black_orc_trait_desc;Black Orcs are the biggest and strongest of all Orcs, and get their name from their dour, grim demeanor as much as from the colour of their skin, which is extremely dark green or black.;;;;;;;;;;;;x
#
# SNOTLING TRAITS
#
creature_snotling;Snotling;;;;;;;;;;;;;x
creature_snotling_desc;This character is a Snotling. Snotlings are small, cowardly and stupid greenskins, possessing a demeanour and intelligence comparable to an eager puppy dog. As such, they naturally follow any orc or goblin which cares to assert authority over them. Snotlings serve their masters happily until they are killed by misadventure, combat or lunch. In battle they wield whatever they can think to grab, such as pointy sticks, bones or large mushrooms, and are usually completely ineffective.;;;;;;;;;;;;;x
#
# HALFLING TRAITS
#
creature_halfling;Halfling;;;;;;;;;;;;;x
creature_halfling_desc;This character is a Halfling. Somewhat resembling short, round humans, halflings are generally well-disposed to humans, elves and dwarfs. They tend to live slightly longer than humans and are noted to be extremely resistant to the touch of Chaos.;;;;;;;;;;;;;x
#
# LAHMIAN TRAITS
#
on_lahmian_mission;On Lahmian Mission;;;;;;;;;;;;;x
on_lahmian_mission_desc;This character is on a mission to further the Lahmian cause, usually involving seducing some poor mortal to serve as their unwitting pawn;;;;;;;;;;;;;x
lahmian_queen;Queen of the Lahmias;;;;;;;;;;;;;x
lahmian_queen_desc;The Lahmians are a breed of schemers and indolent hedonists who seek to reconquer their ancient city of Lahmia. Their plots reach into many aspects of high society, but they are almost all working on the orders of their queen who is the greatest, most beautiful, and most cunning amongst them;;;;;;;;;;;;;x
#
# LIZARDMAN TRAITS
#
creature_skink;Skink;;;;;;;;;;;;;x
creature_skink_desc;This character is a Skink. Skinks are artificially spawned lizard-like creatures born to further the Great Plan set by the Old Ones. They perform most intellectual, administrative and spiritual duties in the lizardman civilisation, and form the bulk of their armies.;;;;;;;;;;;;;x
creature_slann_desc;This character is a Slann.;;;;;;;;;;;;;x
creature_slann;Slann;;;;;;;;;;;;;x
creature_saurus;Saurus;;;;;;;;;;;;;x
creature_saurus_desc;This character is a Saurus.;;;;;;;;;;;;;x
lizardman_sleepingslann;Sleeping Slann;;;;;;;;;;;;;x
lizardman_sleepingslann_desc;To the Slann, time passes more quickly than it does for short-lived creatures, and Slann will regularly slip into extended periods of restful contemplation that might last decades, or even centuries, at a time. They sit unmoving on their stone palanquins or in their Star Chambers, and to an outsider a Slann might appear asleep, or even dead.;;;;;;;;;;;;;x
#
# LIZARDMAN SPECIAL TRAITS
#
gor_rok;Gor-Rok;;;;;;;;;;;;;x
gor_rok_desc;When Gor-Rok first emerged from the spawning pool of Itza, his size, pure albino colourings and lone arrival immediately marked him as a future champion. And so it has been — for the Great White Lizard, as Gor-Rok is also known, has fought in countless battles, his heavily scarred body a testament to many thousands of hard-fought triumphs. Gor-Rok is the mightiest of warriors, the solid centre around which the Saurus battle lines advance, and the rock on which Itza’s enemies are broken.;;;;;;;;;;;;;x
#
# NEHEKHARAN TRAITS
#
creature_nehekharan;Nehekharan;;;;;;;;;;;;;x
creature_nehekharan_desc;This character is an undead Nehekharan. Once human, they now exist as unliving husks. Many have been driven insane by this experience or suffered a form of senility or disconnect from the world, but most are simply ruthless and immortal, caring only how to expand their realms and gain revenge on ancient enemies.;;;;;;;;;;;;;x
khemri_soldier;Nehekharan Servant;;;;;;;;;;;;;
khemri_soldier_desc;When the foul sorcery of Nagash struck Nehekhara, the ancient remains of the Tomb Kings were protected by the Liche Priest's spells and embalming rituals, who allowed them to retain their memories and will. Such was not the fate of all the commoners who rose back from their graves. Reduced to mere husks, these undead blindly serve their Kings in death as they did during their lives.;;;;;;;;;;;;;
khemri_mask;Funerary Mask;;;;;;;;;;;;;
khemri_mask_desc;This undead ruler has decided to hide their ravaged appearance with a decorated mask.;;;;;;;;;;;;;
incapacitated;Incapacitated;;;;;;;;;;;;;
incapacitated_desc;The body has been severely damaged, but it is not unrecoverable. This ancient ruler's Priests are working day and night to quicken the return of their master.;;;;;;;;;;;;;
nehekharan_child;Nehekharan Child;;;;;;;;;;;;;x
nehekharan_child_desc;This Nehekharan died and was entombed as a child. Despite their small and frail body, they are just as cunning and ambitious as their peers.;;;;;;;;;;;;;x
khemri_liche_priest;Nehekharan Liche Priest - §GBattle Magic Pool([This.MagicPool.GetValue]/[This.MagicPoolMax.GetValue])§!;;;;;;;;;;;;;x
khemri_liche_priest_desc;The Liche Priests of Nehekhara are an ancient order, charged with serving the Tomb Kings and preserving them even in undeath.\n§GSummons Spell Units during battles§!;;;;;;;;;;;;;x
khemri_tomb_king;Nehekhara Tomb King;;;;;;;;;;;;;x
khemri_tomb_king_desc;The Tomb Kings of Nehekhara are all that remain of the glories of an ancient, proud civilisation. Once believing they would wake up from embalmed death and live in a paradise where they would rule eternally, they instead woke up to horrible undeath and a cursed existence. Seeing their lands come to ruin, many have gone mad, while others are still driven by the ancient impulses to rule and expand their once-great empire. Their courts are a mockery of life, with food being served that cannot be tasted, wine being poured that cannot be drunk, but the great wealth and splendor remains - even if it is a decaying and hollow echo of what once was in the mighty land of Nehekhara.;;;;;;;;;;;;;x
#
# SPECIAL NEHEKHARAN TRAITS
#
king_settra;Settra;;;;;;;;;;;;;
king_settra_desc;Of Settra it is said that he was the first King of Khemri, and by far the most powerful and renowned. He united all the city-states of Nehekhara under his ruthless rule with a great campaign of conquest. When he grew old he founded the Mortuary Cult, ordering his Liche Priests to find a way to defeat death itself. Settra died with the promise to be reborn as a living god once his servants found the proper spell, but he was awoken along with all of his successors as an undead abomination by the usurper Nagash. Retaking his rightful seat in Khemri, he started to wage war with the Nehekharan Tomb Kings who came after him in order to reclaim absolute dominion over all he had lost.;;;;;;;;;;;;;
black_arkhan;Arkhan the Black;;;;;;;;;;;;;
black_arkhan_desc;"Arkhan the Black, the Liche King, was the first and most loyal of Nagash's followers and his first lieutenant. He died in a suicidal mission, thus giving Nagash the opportunity to escape. He was resurrected as a Liche by Nagash. When Nagash was killed by Alcadizaar, Arkhan and his Undead army turned to the deserts of Araby where he waged a 1000 year long war known as the ""Wars of the Dead"". He later returned to fight once more beside his master against Sigmar.";;;;;;;;;;;;;
special_char_nagash;Nagash;;;;;;;;;;;;;x
special_char_nagash_desc;Once a grand and terrible wizard of Nehekhara, Nagash is now a monstrous undead form possessing somewhat diminished powers. His mind is ancient, but has not forgotten any of his enemies.;;;;;;;;;;;;;x
queen_khalida;Khalida;;;;;;;;;;;;;
queen_khalida_desc;As the embodiment of the Asp Goddess in full fury,a wave of pure terror rolls over all those who would dare to look upon her. With divine energy flowing through her limbs,Queen Khalida brings war and death to any who threaten her realm and the greater lands of Nehekhara.[1b] Venom runs in Khalida's veins,and she moves with the speed of a striking asp. Only when all her foes lie dead at her feet does she lead her legions back to Lybaras and sit upon her throne as Queen once more. However,though Khalida sleeps,her soul is troubled. Deep within the High Queen burns a loathing for those tainted by Nagash's vile sorcery,and only when she finally kills her treacherous cousin and her vile race,will she finally know true peace.;;;;;;;;;;;;;
#
# NORSCAN TRAITS
#
norscan_warlord;Norscan Warlord;;;;;;;;;;;;;x
norscan_warlord_desc;This character is a Norscan Warlord, dreaded reaver, slayer of great beasts, master of adventure, and terror of the battlefield. They command the utmost respect from their fellow warriors.;;;;;;;;;;;;;x
#
# OGRE TRAITS
#
creature_ogre;Ogre;;;;;;;;;;;;;x
creature_ogre_desc;The Ogre race are a distinct species of large, tough and cannibalistic humanoids who originated far to the east.?Ogres are a brutish and war-like race of nomads who were forced from their homes in the Eastern Steppes?near Cathay by their god, the Great Maw,?during the most early times of the world's history.;;;;;;;;;;;;;x
maneater;Ogre Maneater;;;;;;;;;;;;;x
maneater_desc;Maneaters are ogres with significant experience in the wider world, typically as mercenries. "Culturally assimilated" as much as this term could be applied to an ogre, they are more tolerated by humans and other non-ogre species.;;;;;;;;;;;;;x
maneater_leader;Maneater Commander;;;;;;;;;;;;;x
maneater_leader_desc;A Maneater Ogre with leadership experience, this ogre bring unconventional tactics to the ogre armies. Including, but not limited to: sometimes not charging into the fray like madmen.;;;;;;;;;;;;;x
#
# SARTOSAN/PIRATE TRAITS
#
buccaneer;Buccaneer;;;;;;;;;;;;x
buccaneer_desc;This man has earned his reputation as a dreaded pirate and corsair.;;;;;;;;;;;;x
#
# SKAVEN TRAITS
#
creature_skaven;Skaven;;;;;;;;;;;;;x
creature_skaven_desc;This character is a Skaven. Skaven are verminous rat-men who wish to conquer the world.;;;;;;;;;;;;;x
white_skaven;White Skaven;;;;;;;;;;;;;x
white_skaven_desc;When a Skaven is born of the pure silvery hide of the Horned Rat, he must be taken away from his inferior siblings and dutifully trained to become one of the most noble and excellent Prophets of the Horned Rat: a Grey Seer.\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
black_skaven;Black Skaven;;;;;;;;;;;;;x
black_skaven_desc;A Skaven born of black is a good omen, yes-yes! He'll grow strong and eager to maim-kill many things. These sort of Skaven are good to make Stormvermin and Assassins.\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
warlock_engineer;Warlock Engineer - §GBattle Magic Pool([This.MagicPool.GetValue]/[This.MagicPoolMax.GetValue])§!;;;;;;;;;;;;;x
warlock_engineer_desc;The most ingenious engineers of Clan Skryre make-build great and powerful tecnology, much more powerful than stupid dwarf-things!\n §C- Grey Seer Skreelin Thurntik§!\n\n§GSummons Spell Units during battles§!;;;;;;;;;;;;;x
master_moulder;Master Moulder;;;;;;;;;;;;;x
master_moulder_desc;The Lords of Clan Moulder brew-spawn many beast-things for the glory of the Underempire: Rattogres, Giant Rats, and many more-more kill-things.\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
plaguelord;Plaguelord;;;;;;;;;;;;;x
plaguelord_desc;Foolish Plaguelords don't know the true nature-being of the Horned Rat and make fun-mock of his MOST holy representatives on Earth: the Grey Seers. They shall soon-soon learn the price of their blasphemy, yes-yes!\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
eshin_assassin;Assassin;;;;;;;;;;;;;
eshin_assassin_desc;Assassins are most precious tools for the great Council of Thirteen, they kill many stupid Skaven and many-many man-things for us, sneakily and quickly.\n §C- Grey Seer Skreelin Thurntik§!\n ;;;;;;;;;;;;;x
council_warlord;Grey Lord;;;;;;;;;;;;;x
council_warlord_desc;Thirteen seats build-make the great Council of the Underempire, twelve most powerful and most cunning Skaven sit in it, but only our true Master and Lord of Decay sits on the Thirteenth for ALL time-times!\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
grey_seer;Grey Seer;;;;;;;;;;;;;x
grey_seer_desc;We are the Chosen Ones of our one True Master, marked on birth with His pure white mane and His most magnificent spiraling horns. We who are gifted with his dreadful magic, we who speak His Word-Word, we who hear His Thoughts, we who know His Will, we who enact His Plot-Plots... We TRULY are-are the most magnificent, most beautiful, most cunning, most marvelous, most powerful and intelligent amongst all Skaven, true paragons of all that the glorious Underempire stands for-for!\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
skaven_breeder;Breeder;;;;;;;;;;;;;x
skaven_breeder_desc;There are no Skaven females, only Skaven breeders.\n §C- Grey Seer Skreelin Thurntik§!\n;;;;;;;;;;;;;x
elite_stormvermin;Elite Stormvermin;;;;;;;;;;;;;
elite_stormvermin_desc;Black of fur-fur, they are the Skaven chosen since birth to become the perfect warriors. Trained to fight and die for their masters, the Stormverimn are equipped with the best weapons and armours that the Lords of Decay can bestow unto them-them. On the battlefields they have no equal, for they are trained for unending war-war and to crave for the blood of their foes-foes.\n ï¿½C- Grey Seer Skreelin Thurntikï¿½!\n;;;;;;;;;;;;;
lore_vermin;Verminlore - §GBattle Magic Pool([This.MagicPool.GetValue]/[This.MagicPoolMax.GetValue])§!;;;;;;;;;;;;;
lore_vermin_desc;The great power of the most holiest Horned Rat grants us chosen Seers the devastating energies of Plague and Ruin to plunge-plunge our enemies in utter despair-pair!\n §C- Grey Seer Skreelin Thurntik§!\n\n§GSummons Spell Units during battles§!;;;;;;;;;;;;;
#
# KISLEV TRAITS
#
varangian;Kremlin Guard;;;;;;;;;;;;;x
varangian_desc;The Kremlin Guard, an elite group of heavy infantry. Founded during the reign of the paranoid Tzar Igor the Terrible, feeling that he needed to be kept safe night and day from possible assailants.;;;;;;;;;;;;;x

#
# CONGENITAL TRAITS
#
brilliant;Brilliant;;;;;;;;;;;;;x
brilliant_desc;This character is sharper than the average individual.;;;;;;;;;;;;;x
smart;Smart;;;;;;;;;;;;;x
smart_desc;Much smarter than the average person.;;;;;;;;;;;;;x
bright;Bright;;;;;;;;;x,
bright_desc;Quickly understands and overcomes mental challenges.;;;;;;;;;;;;;x
dim;Dim;;;;;;;;;;;;;x
dim_desc;Not the brightest tool in the shed.;;;;;;;;;;;;;x
dumb;Dumb;;;;;;;;;;;;;x
dumb_desc;Some consider this character to be borderline retarded.;;;;;;;;;;;;;x
idiot;Idiot;;;;;;;;;x,
idiot_desc;Although ostensibly sentient, this character seems to not understand even basic concepts.;;;;;;;;;;;;;x
tough;Tough;;;;;;;;;;;;;x
tough_desc;This character shakes off wounds with a mere shrug.;;;;;;;;;;;;;x
hardy;Hardy;;;;;;;;;;;;;x
hardy_desc;This character is hardy and resistant to illness.;;;;;;;;;;;;;x
soft;Soft;;;;;;;;;;;;;x
soft_desc;This character is not the type suited for blood and glory.;;;;;;;;;;;;;x
fragile;Fragile;;;;;;;;;;;;;x
fragile_desc;Weak and sensitive.;;;;;;;;;;;;;x
pretty;Pretty;;;;;;;;;;;;;x
pretty_desc;This character is pleasing to the eye.;;;;;;;;;;;;;x
plain;Plain;;;;;;;;;;;;;x
plain_desc;This character has a very ordinary, unremarkable face. So much so that it's hard to describe what they look like.;;;;;;;;;;;;;x
unsightly;Unsightly;;;;;;;;;;;;;x
unsightly_desc;This character is hardly pleasing to the eye.;;;;;;;;;;;;;x
