#################
# MIXED ENTRIES #
#################
###ÄNSI
monthly_favour;Monthly Favour;;;;;;;;;;;;;x
DEATH_SPIRITS_MERCY;was left to the mercy of the spirits on the orders of $KILLER$;;;;;;;;;;;;;x
cloak;Cloak;;;;;;;;;;;;;x
egg;Egg;;;;;;;;;;;;;x
ECONOMY;Economy;;;;;;;;;;;;;x
RETINUE;Troops;;;;;;;;;;;;;x
imperial_administration_laws;State Troops;;;;;;;;;;;;;x
imperial_administration_laws_desc;State Troop Obligation Laws;;;;;;;;;;;;;x
imperial_administration_laws_0;Economic Focused Obligations;;;;;;;;;;;;;x
imperial_administration_laws_0_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
imperial_administration_laws_1;Slightly Economic Focused Obligations;;;;;;;;;;;;;x
imperial_administration_laws_1_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
imperial_administration_laws_2;State Troop Shifted Obligations;;;;;;;;;;;;;x
imperial_administration_laws_2_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
imperial_administration_laws_3;Slighlty Focused State Troop Obligations;;;;;;;;;;;;;x
imperial_administration_laws_3_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
imperial_administration_laws_4;Focused State Troop Obligations;;;;;;;;;;;;;x
imperial_administration_laws_4_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
imperial_administration_laws_5;Heavily Focused State Troop Obligations;;;;;;;;;;;;;x
imperial_administration_laws_5_desc;This law governs how much levies and state troops the gentry in the realm are obliged to contribute.;;;;;;;;;;;;;x
daemon_god;Chaos God;;;;;;;;;;;;;x
OFFMAP_CHAOS_NAME;[This.GetFirstName];;;;;;;;;;;;;x
VERY_WEAK_WINDS;The §YWinds of Chaos§! are very weak at the moment.;;;;;;;;;;;;;x
WEAK_WINDS;The §YWinds of Chaos§! are weak at the moment.;;;;;;;;;;;;;x
MODERATE_WINDS;The §YWinds of Chaos§! are only moderately strong at the moment.;;;;;;;;;;;;;x
STRONG_WINDS;The §YWinds of Chaos§! are strong at the moment.;;;;;;;;;;;;;x
POWERFUL_WINDS;The §YWinds of Chaos§! are very Powerful at the moment.;;;;;;;;;;;;;x
DOOM_GUI;[Getchaoswindstrength];;;;;;;;;;;;;x
DOOM_GUI_EXT;\n\n[GetDOOMFeatures]\n\nCurrent events:[GetDOOMCurrentEvents];;;;;;;;;;;;;x
DOOM_FEATURES_LIST;\n[GetBlessing]\n[GetDaemonicInvasionCanAppear]\n[GetBlackCrusadeCanAppear];;;;;;;;;x
CURRENT_DOOM_EVENTS_LIST;\n[GetEverchosenExist]\n[GetDaemonicinvasion];;;;;;;;;;;;;x
ORDER_GUI;[Getmagiclaws];;;;;;;;;;;;;x
ORDER_GUI_EXT;\n\nCurrent events:[GetCurrentEvents];;;;;;;;;;;;;x
FEATURES_LIST;\n[GetBlessing]\n[GetDaemonicInvasionCanAppear]\n[GetBlackCrusadeCanAppear];;;;;;;;;x
CURRENT_EVENTS_LIST;\n[GetCR]\n[Getalbionmist];;;;;;;;;;;;;x
SKAVEN_GUI;[Gethornedrat];;;;;;;;;;;;;x
SKAVEN_GUI_EXT;\n\nThe Council of Thirteen:\n\n[Getcouncilofthirteen];;;;;;;;;;;;;x
NO_HORNED_RAT;The §GHorned Rat§! has not revealed itself.;;;;;;;;;;;;;x
YES_HORNED_RAT;The §GHorned Rat§! has revealed itself.;;;;;;;;;;;;;x
COUNCIL_OF_THIRTEEN_LIST;\n[GETcouncil_1]\n[GETcouncil_2]\n[GETcouncil_3]\n[GETcouncil_4]\n[GETcouncil_5]\n[GETcouncil_6]\n[GETcouncil_7]\n[GETcouncil_8]\n[GETcouncil_9]\n[GETcouncil_10]\n[GETcouncil_11]\n[GETcouncil_12]\n[GETcouncil_13];;;;;;;;;;;;;x
council_1;1: [council_of_thirteen_1.GetOnlyDynastyName];;;;;;;;;;;;;x
council_2;2: [council_of_thirteen_2.GetOnlyDynastyName];;;;;;;;;;;;;x
council_3;3: [council_of_thirteen_3.GetOnlyDynastyName];;;;;;;;;;;;;x
council_4;4: [council_of_thirteen_4.GetOnlyDynastyName];;;;;;;;;;;;;x
council_5;5: [council_of_thirteen_5.GetOnlyDynastyName];;;;;;;;;;;;;x
council_6;6: [council_of_thirteen_6.GetOnlyDynastyName];;;;;;;;;;;;;x
council_7;7: [council_of_thirteen_7.GetOnlyDynastyName];;;;;;;;;;;;;x
council_8;8: [council_of_thirteen_8.GetOnlyDynastyName];;;;;;;;;;;;;x
council_9;9: [council_of_thirteen_9.GetOnlyDynastyName];;;;;;;;;;;;;x
council_10;10: [council_of_thirteen_10.GetOnlyDynastyName];;;;;;;;;;;;;x
council_11;11: [council_of_thirteen_11.GetOnlyDynastyName];;;;;;;;;;;;;x
council_12;12: [council_of_thirteen_12.GetOnlyDynastyName];;;;;;;;;;;;;x
#
chaos_increases_tt;The §YWinds of Chaos Grow Stronger§!\n;;;;;;;;x
chaos_decreases_tt;The §RWinds of Chaos Grow Weaker!\n;;;;;;;;x
chaos_increases_raiding;The §YWinds of Chaos Grow Stronger§! from my raiding!\n;;;;;;;;x
chaos_increases_win_chaos;The §YWinds of Chaos Grow Stronger§! from my victory!\n;;;;;;;;x
chaos_decreases_loss_chaos;The §YWinds of Chaos Grow Weaker§! from my loss!\n;;;;;;;;x
chaos_decreases_win_nonchaos;The §YWinds of Chaos Grow Weaker§! from my victory!\n;;;;;;;;x
chaos_increases_loss_nonchaos;The §YWinds of Chaos Grow Stronger§! from my loss!\n;;;;;;;;x
#
# HOUSES OF WORSHIP
#
GetHouseOfWorship_old_world_group;temple;à l'église;Kirche;;iglesia;;;;;;;;;x
GetHouseOfWorship_ormazd_gods_group;temple;à la mosquée;Moschee;;mezquita;;;;;;;;;x
GetHouseOfWorship_chaos_gods_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_halfling_gods_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_dwarf_gods_group;temple;à la synagogue;Synagoge;;sinagoga;;;;;;;;;x
GetHouseOfWorship_greenskin_gods_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_cadai_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_cytharai_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_necromantic_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_nehekharan_gods_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_old_ones_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_great_maw_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_horned_rat_god_group;temple;au temple;Tempel;;templo;;;;;;;;;x
GetHouseOfWorship_oriental_gods_group;temple;au temple;Tempel;;templo;;;;;;;;;x
String_venerate;Venerate;la messe;Messe;;la misa;;;;;;;;;x
warpstone_meteor;Warpstone Meteor;;;;;;;;;;;;;x
warpstone_meteor_desc;A large Warpstone Meteor has struck this province, leaving nothing but destruction and disease in it's path. You might be able to mine some of it...;;;;;;;;;;;;;x
consume_mushroom;Consume Mushroom;;;;;;;;;;;;;x
consume_mushroom_desc;Consume Mushrooms for various effects. Greenskins love to collect and consume various deadly mushrooms. The effects are quite dangerous.;;;;;;;;;;;;;x
consume_warpstone;Consume Warpstone;;;;;;;;;;;;;x
consume_warpstone_desc;Consume Warpstone for various effects. For those not accustomed to eating Warpstone, the effects are quite dangerous, causing all sorts of negative mutations.;;;;;;;;;;;;;x
warpstone_blackmarket;Visit Wyrdstone Emporium;;;;;;;;;;;;;x
warpstone_blackmarket_desc;The possession of Warpstone in the Empire is forbidden. While the law dates back centuries, it is rarely enforced. However as Warpstone is one of the substances responsible for the creation of mutants, traffickers of it are targeted by the Witch Hunters. The fact that it is so rare makes it very valuable for the right circles.;;;;;;;;;;;;;x
warpstone;Warpstone;;;;;;;;;;;;;x
warpstone_desc;Warpstone is very rare, and can be found, smuggled, or brought into the Old World in many different ways. Powdered Warpstone however, is sometimes drawn south from the unnatural winds of the Northern Wastes, carrying with it a furious storm of wild Dark Magic that sows terror and destruction upon many parts of the southern lands. Most Warpstones fall to earth as meteorites from the sinister Chaos-Moon §GMorrslieb§! with the majority of the substance falling into the harsh domains of the Dark Lands. Warpstone can also be formed from a sufficiently powerful current of Dark Magic into small pieces by very powerful Sorcerers or Magicians.;;;;;;;;;;;;;x
EVTDESCVLADSUB.1;I, [From.GetTitledFirstName] [From.GetOnlyDynastyName], come in faith to make you an offer I urge you to consider and answer for the best of your people: Surrender and serve me in life, or die and slave for me in death.;;;;;;;;;;;;;x
EVTOPTVLADSUB.1.A;I will never surrender!;;;;;;;;;;;;;x
EVTOPTVLADSUB.1.B;I have little choice but to surrender...;;;;;;;;;;;;;x
EVTOPTVLADSUB.1.C;I for one welcome our new undead overlords!;;;;;;;;;;;;;x
EVTDESCVLADSUB.2;You told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." However, [From.GetSheHe] has refused to submit.;;;;;;;;;;;;;x
EVTOPTVLADSUB.2.A;Then [From.GetSheHe] shall die and slave for me in death!;;;;;;;;;;;;;x
EVTDESCVLADSUB.3;You told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." [From.GetSheHeCap] has reluctantly agreed to surrender.;;;;;;;;;;;;;x
EVTDESCVLADSUB.4;You told [From.GetBestName] the same thing you've told all who oppose you: "Surrender and serve me in life, or die and slave for me in death." [From.GetSheHeCap] has willingly agreed to surrender.;;;;;;;;;;;;;x
ring;Ring;;;;;;;;;x
shield;Shield;;;;;;;;;x
banner;Banner;;;;;;;;;x
becomeknighterrant;Take the Knight's Vow;;;;;;;;;;;;x
becomeknighterrant_desc;"When the clarion call is sounded I will ride out and fight in the name of Liege and Lady. While I draw breath the lands bequeathed unto me will remain untainted by evil. Honour is all, Chivalry is all.";;;;;;;;;;;;x
lizardmen_ships;Construct Fleet;;;;;;;;;;;;;x
lizardmen_ships_desc;With no fleet of my own in times of war I must rely on shipping that can be hastily constructed - for a tidy sum of gold, of course...;;;;;;;;;;;;;x
skaven_ships;Construct Fleet;;;;;;;;;;;;;x
skaven_ships_desc;With no fleet of my own in times of battle-war I must rely on shipping that can be hasty-quick built - for a tidy sum of gold, of course...;;;;;;;;;;;;;x
rejected_league_prop;Rejected Elective League Proposal;;;;;;;;;;;;;x
rejected_league_prop_desc;You have recently rejected another lords elective league proposal, you will be ineligable to form or join one for several months.;;;;;;;;;;;;;x
z_use_artifact_on_character;Use Magic Item;;;;;;;;;;;;;x
z_use_artifact_on_character_desc;Use a magical artifact of this character.;;;;;;;;;;;;;x
reform_tlaqua;Reform Tlaqua;;;;;;;;;;;;;x
reform_tlaqua_desc;Reform the lost Southland kingdom of the Lizardmen.;;;;;;;;;;;;;x
job_witch_hunter;Witch Hunter;;;;;;;;;;;;;x
job_witch_hunter_kislevite;Court Physician;;;;;;;;;;;;;x
great_maw_opinion;Ogre opinion;;;;;;;;;;;;;x
faction_interventionist_elves_short;Interventionist Elves;;;;;;;;;;;;;x
faction_isolationist_elves_short;Isolationist Elves;;;;;;;;;;;;;x
faction_complacent_queen_short;Complacent Queen;;;;;;;;;;;;;x
faction_misaligned_chief_short;Misaligned Chief;;;;;;;;;;;;;x
EVTOPTAintm0001;Excellent!;;;;;;;;;;;;;x
EVTOPTAintm0002;Damn you...;;;;;;;;;;;;;x
EVTOPTA_greenskin_uprising_revolt_liege;Rally the men!;;;;;;;;;;;;;x
everchosen_visual;Everchosen;;;;;;;;;;;;;
ALL_SHALL_FALL_BEFORE_ME;All shall fall before me.;;;;;;;;;;;;x
AN_HEIR;An Heir;;;;;;;;;;;;x
APPEAL_TO_MY_LIEGE;Appeal to my liege!;;;;;;;;;;;;x
ARRRRGH;Arrrrgh!;;;;;;;;;;;;x
AT_LAST;At last!;;;;;;;;;;;;x
AT_ONCE;At once!;;;;;;;;;;;;x
A_CLOSE_CALL;A close call!;;;;;;;;;;;;x
A_COURTIER_DISGRACES_HIMSELF;A courtier disgraces himself.;;;;;;;;;;;;x
A_COURTIER_WINS_A_VICTORY;A courtier wins a victory.;;;;;;;;;;;;x
A_DAUGHTER_IS_BORN;A daughter is born.;;;;;;;;;;;;x
A_GREAT_HONOR;A Great Honour;;;;;;;;;;;;x
A_GREAT_HUNT;A Great Hunt;;;;;;;;;;;;x
A_HATED_RIVAL;A Hated Rival;;;;;;;;;;;;x
A_NEW_EVERQUEEN;A New Everqueen;;;;;;;;;;;;x
A_NEW_SONG;A New Song;;;;;;;;;;;;x
A_VAMPIRE_HEIR;A Vampire Heir;;;;;;;;;;;;x
BACK_TO_THE_FARMS_PEASANTS;Back to the farms, peasants!;;;;;;;;;;;;x
BACK_TO_THE_SHIPS_QUICKLY;Back to the ships - quickly!;;;;;;;;;;;;x
BACK_TO_YOUR_FARMS_PEASANTS;Back to your farms, peasants!;;;;;;;;;;;;x
BANISH_HIM;Banish him!;;;;;;;;;;;;x
BANISH_HIM_FOR_COWARDICE;Banish him for cowardice!;;;;;;;;;;;;x
BEST_DAY_EVER;Best day... ever!;;;;;;;;;;;;x
BLOOD_AND_SOULS_FOR_KHAINE;Blood and Souls for Khaine!;;;;;;;;;;;;x
BRAVAH;Bra-vah!;;;;;;;;;;;;x
BRETONNIA;BRETONNIA;;;;;;;;;;;;x
CABAL;Cabal;;;;;;;;;;;;x
CEREMONIAL_MARRIAGE;Ceremonial Marriage;;;;;;;;;;;;x
CERTAINLY_I_SHALL_ATTEND;Certainly, I shall attend!;;;;;;;;;;;;x
CHAAARGE;Chaaarge!;;;;;;;;;;;;x
CHARGE;Charge!;;;;;;;;;;;;x
CLOSE_MENU;Close menu.;;;;;;;;;;;;x
SPIDERS_BE_FOR_PANSIES;Spiders be for pansies!;;;;;;;;;;;;x
COMEERE_YA_BIG_LUG;Com'eere, ya big lug!;;;;;;;;;;;;x
CONQUEST;Conquest;;;;;;;;;;;;x
CONSOLIDATING_YOUR_RULE;Consolidating your rule.;;;;;;;;;;;;x
CORSAIRS_OFFER_YOU_A_DEAL;Corsairs offer you a deal.;;;;;;;;;;;;x
CRUELLY_REJECTED;Cruelly Rejected;;;;;;;;;;;;x
cultistplot.5.a;Come now, dear friend, Papa Nurgle will make things right...;;;;;;;;;;;;x
CULTIST_SACRIFICE;Cultist Sacrifice!;;;;;;;;;;;;x
CURSES;Curses!;;;;;;;;;;;;x
DAMNATIONS;Damnations.;;;;;;;;;;;;x
DAMN_THATS_NOT_GOOD;Damn. That's not good.;;;;;;;;;;;;x
DANGEROUS_SCHEME;Dangerous Scheme;;;;;;;;;;;;x
DISASTER;Disaster;;;;;;;;;;;;x
DO_YOU_WISH_TO_STOP_QUESTING;Do you wish to stop questing?;;;;;;;;;;;;x
DO_YOU_WISH_TO_STOP_RAIDING;Do you wish to stop raiding?;;;;;;;;;;;;x
DO_YOU_WISH_TO_STOP_STUDYING_MAGIC;Do you wish to stop studying magic?;;;;;;;;;;;;x
DRAGONS_OF_CALEDOR;Dragons of Caledor;;;;;;;;;;;;x
DUEL_TITLE;duel_title;;;;;;;;;;;;x
DWARF_SLAVES;Dwarf Slaves;;;;;;;;;;;;x
EVIL_STIRS;Evil Stirs;;;;;;;;;;;;x
EVTNAMEWITCHHUNTER.5;Your investigation is finished;;;;;;;;;;;;x
FAITHLESS_COWARD;Faithless coward!;;;;;;;;;;;;x
FLESH_FOR_GRANDFATHER_NURGLE;Flesh for Grandfather Nurgle!;;;;;;;;;;;;x
FORWARD_INTO_THE_DARKNESS;Forward, into the darkness!;;;;;;;;;;;;x
FOR_THE_LADY;For the Lady!;;;;;;;;;;;;x
FRIENDS_FOREVER;Friends forever!;;;;;;;;;;;;x
GIB_ME_DAT_WYVERN;Gib me dat Wyvern!;;;;;;;;;;;;x
GOOD;Good!;;;;;;;;;;;;x
GOOD_JOB_WITCH_HUNTER;Good job, Witch Hunter.;;;;;;;;;;;;x
GOOD_NEWS;Good news!;;;;;;;;;;;;x
HAH_I_LOVE_THIS_GAME;HAH! I love this game!;;;;;;;;;;;;x
HIRE_THEM;Hire them!;;;;;;;;;;;;x
ILL_ABDICATE;I'll abdicate...;;;;;;;;;;;;x
ILL_GET_STARTED_AT_ONCE;I'll get started at once!;;;;;;;;;;;;x
ILL_GO_I_HAVE_NO_CHOICE;I'll go. I have no choice.;;;;;;;;;;;;x
ILL_NEVER_SERVE_KHORNE;I'll never serve Khorne!;;;;;;;;;;;;x
ILL_NEVER_SERVE_NURGLE;I'll never serve Nurgle!;;;;;;;;;;;;x
ILL_NEVER_SERVE_SLAANESH;I'll never serve Slaanesh!;;;;;;;;;;;;x
ILL_NEVER_SERVE_TZEENTCH;I'll never serve Tzeentch!;;;;;;;;;;;;x
ILL_SERVE_KHORNE;I'll serve Khorne!;;;;;;;;;;;;x
ILL_SERVE_NURGLE;I'll serve Nurgle!;;;;;;;;;;;;x
ILL_SERVE_SLAANESH;I'll serve Slaanesh!;;;;;;;;;;;;x
ILL_SERVE_TZEENTCH;I'll serve Tzeentch!;;;;;;;;;;;;x
ILL_TAKE_THAT_SHOT_MYSELF;I'll take that shot myself!;;;;;;;;;;;;x
ILL_WAIT_A_BIT;I'll wait a bit.;;;;;;;;;;;;x
IMPRISON_HIM;Imprison him!;;;;;;;;;;;;x
IMPRISON_HIM_FOR_COWARDICE;Imprison him for cowardice!;;;;;;;;;;;;x
INDEED;Indeed!;;;;;;;;;;;;x
INFERTILITY;Infertility;;;;;;;;;;;;x
INTERESTING;Interesting...;;;;;;;;;;;;x
ITS_GOOD_TO_BE_PHOENIX_KING;It's good to be the Phoenix King.;;;;;;;;;;;;x
IT_WAS_ABOUT_TIME;It was about time!;;;;;;;;;;;;x
IT_WAS_WELL_SAID;It was well said.;;;;;;;;;;;;x
IT_WILL_BE_MINE;It will be mine...;;;;;;;;;;;;x
I_AM_A_DRAGON_TAMER;I am a dragon tamer!;;;;;;;;;;;;x
I_DARE_NOT_SPEAK_OUT;I dare not speak out.;;;;;;;;;;;;x
I_DONT_LIKE_IT;I don't like it.;;;;;;;;;;;;x
I_FEEL_SAFER_ALREADY;I feel safer already.;;;;;;;;;;;;x
I_HAVE_AN_EVIL_PLAN;I have an evil plan...;;;;;;;;;;;;x
I_LEAVE_IMMEDIATELY;I leave immediately.;;;;;;;;;;;;x
I_LIVE_FOREVER;I live... forever!;;;;;;;;;;;;x
I_LIVE_TO_SERVE;I live to serve.;;;;;;;;;;;;x
I_RETURN_HOME_FOR_THE_LADY;I return home - For the Lady!;;;;;;;;;;;;x
I_SALUTE_YOU_DREAD_LIEGE;I salute you, dread liege!;;;;;;;;;;;;x
I_SHALL_AWAKEN_THIS_ONE;I shall awaken this one...;;;;;;;;;;;;x
I_SHALL_QUEST_FOR_THE_GRAIL;I shall quest for the Grail!;;;;;;;;;;;;x
I_SHALL_SEEK_OUT_THE_GODS;I shall seek out the Gods!;;;;;;;;;;;;x
I_WELCOME_THIS_GREAT_HONOR;I welcome this great honour.;;;;;;;;;;;;x
I_WILL_PREVAIL;I will prevail!;;;;;;;;;;;;x
I_WONDER_WHO_WILL_DIE_FIRST;I wonder who will die first?;;;;;;;;;;;;x
KHEMRI_WILL_ENDURE_FOREVER;Khemri will endure forever.;;;;;;;;;;;;x
KNIGHTHOOD;Knighthood;;;;;;;;;;;;x
LET_THE_FESTIVITIES_BEGIN;Let the festivities begin!;;;;;;;;;;;;x
LIFE_ETERNAL;Life Eternal;;;;;;;;;;;;x
MEN_GET_ME_OUT_OF_HERE;Men, get me out of here!;;;;;;;;;;;;x
MORE_WE_WANT_MORE;More - we want more!;;;;;;;;;;;;x
MY_DESIRES_ARE_SATED;My desires are sated!;;;;;;;;;;;;x
MY_LANDS_LOST;My lands... lost!;;;;;;;;;;;;x
NEVER_I_MUST_FLEE;Never! I must flee!;;;;;;;;;;;;x
NEVER_MIND/CLOSE_MENU;Never mind/Close Menu;;;;;;;;;;;;x
NOOOOO;Nooooo!;;;;;;;;;;;;x
NOOOOOO;Noooooo!;;;;;;;;;;;;x
NOTSHOWN;NotShown;;;;;;;;;;;;x
NOT_INTERESTED;Not interested...;;;;;;;;;;;;x
NOT_NOW_BUT_LATER_FOR_SURE;Not now, but later, for sure!;;;;;;;;;;;;x
NOT_RIGHT_NOW;Not right now.;;;;;;;;;;;;x
NO_ILL_ABDICATE;No, I'll abdicate...;;;;;;;;;;;;x
NO_IM_EHH_BUSY;No, I'm ehh... busy.;;;;;;;;;;;;x
NO_I_MUST_CONTINUE_QUESTING;No, I must continue questing!;;;;;;;;;;;;x
NO_I_MUST_CONTINUE_RAIDING;No, I must continue raiding!;;;;;;;;;;;;x
NO_I_PREFER_LIFE_TO_UNDEATH;No, I prefer life to undeath.;;;;;;;;;;;;x
NO_I_SEEK_GREATER_TARGETS;No, I seek greater targets.;;;;;;;;;;;;x
NO_LEAVE_THEM_ALONE;No, leave them alone...;;;;;;;;;;;;x
NO_LEAVE_THE_PEASANTS_ALONE;No, leave the peasants alone.;;;;;;;;;;;;x
NO_MAYBE_NEXT_YEAR;No, maybe next year...;;;;;;;;;;;;x
NO_NOT_NOW;No, not now.;;;;;;;;;;;;x
NO_NOT_RIGHT_NOW;No, not right now.;;;;;;;;;;;;x
NO_THAT_ONE_IS_NOT_WORTHY;No, that one is not worthy.;;;;;;;;;;;;x
NO_THE_COST;No, the cost...;;;;;;;;;;;;x
nurglecultist.1.a;I will donate to our cult's coffers.;;;;;;;;;;;;x
nurglecultist.1.b;What would it take to enact a grand rite?;;;;;;;;;;;;x
nurglecultist.1.c;Prepare to initiate a grand rite!;;;;;;;;;;;;x
nurglecultist.1.d;Show more choices / Close Menu;;;;;;;;;;;;x
OF_COURSE_FOR_THE_LADY;Of course - For the Lady!;;;;;;;;;;;;x
ON_A_DARK_AND_STORMY_NIGHT;On a dark and stormy night...;;;;;;;;;;;;x
OUCH;Ouch...;;;;;;;;;;;;x
PRISON;Prison;;;;;;;;;;;;x
QUESTING;Questing;;;;;;;;;;;;x
QUESTING_LIFE;Questing Life;;;;;;;;;;;;x
QUESTLING_LIFE;Questling life;;;;;;;;;;;;x
RAIDING;Raiding;;;;;;;;;;;;x
RISE_OF_THE_UNDEAD;Rise of the Undead;;;;;;;;;;;;x
RIVALRY;Rivalry;;;;;;;;;;;;x
ROUND_THEM_UP;Round them up!;;;;;;;;;;;;x
SET_THEM_LOOSE;Set them loose.;;;;;;;;;;;;x
RUMORS_OF_DOOM;Rumours of Doom;;;;;;;;;;;;x
SET_SAIL_FOR_HOME;Set sail for home...;;;;;;;;;;;;x
slaaneshcultist.1.a;I will donate to our cult's coffers.;;;;;;;;;;;;x
slaaneshcultist.1.b;What would it take to enact a grand rite?;;;;;;;;;;;;x
slaaneshcultist.1.c;Prepare to initiate a grand rite!;;;;;;;;;;;;x
slaaneshcultist.1.d;Show more choices / Close Menu;;;;;;;;;;;;x
SOUNDS_GREAT;Sounds great!;;;;;;;;;;;;x
SOUNDS_LIKE_A_GREAT_IDEA;Sounds like a great idea!;;;;;;;;;;;;x
SQUIRE_SADDLE_MY_HORSE;Squire - saddle my horse!;;;;;;;;;;;;x
SURE_WHY_NOT;Sure... why not?;;;;;;;;;;;;x
SUSPICION;Suspicion;;;;;;;;;;;;x
THAT_WAS_ILLDONE;That was ill-done.;;;;;;;;;;;;x
THAT_WAS_ILL_SAID;That was ill said...;;;;;;;;;;;;x
THE_CHARGE;The Charge;;;;;;;;;;;;x
THE_DARK_GIFT;The Dark Gift;;;;;;;;;;;;x
THE_GRAIL;The Grail;;;;;;;;;;;;x
THE_GRAIL_QUEST;The Grail Quest;;;;;;;;;;;;x
THE_INVESTIGATION_IS_FINISHED;The investigation is finished.;;;;;;;;;;;;x
THE_LADY_OF_THE_LAKE;The Lady of the Lake;;;;;;;;;;;;x
THE_STRONGEST_WILL_SURVIVE;The strongest will survive.;;;;;;;;;;;;x
THIS_ONE_SEEMS_PROMISING;This one seems promising...;;;;;;;;;;;;x
TOO_BAD;Too bad!;;;;;;;;;;;;x
TO_THE_DUNGEONS_WITH_YOU;To the dungeons with you!;;;;;;;;;;;;x
TO_WAR;To War!;;;;;;;;;;;;x
TROLL_LAIR;Troll Lair;;;;;;;;;;;;x
UNDEATH;Undeath;;;;;;;;;;;;x
VAMPIRE_HUNTERS;Vampire Hunters;;;;;;;;;;;;x
VERY_WELL;Very well.;;;;;;;;;;;;x
VICTORY_IS_INEVITABLE;Victory is inevitable!;;;;;;;;;;;;x
WELL_DONE_MY_LIEGE;Well done, my liege!;;;;;;;;;;;;x
WELL_FOUGHT;Well fought!;;;;;;;;;;;;x
WELL_SAID;Well said!;;;;;;;;;;;;x
WE_SHALL_HONOR_HIM;We shall honour him!;;;;;;;;;;;;x
WORTHY_CANDIDATE;Worthy Candidate?;;;;;;;;;;;;x
WWWAIIT_MY_LIEGE;W-w-waiit, my liege!;;;;;;;;;;;;x
WYVERNS_BE_FOR_PANSIES;Wyverns be for pansies...;;;;;;;;;;;;x
YES;Yes;;;;;;;;;;;;;x
NO;No;;;;;;;;;;;;;x
YES_CERTAINLY;Yes, certainly!;;;;;;;;;;;;x
YES_IMMEDIATELY;Yes, immediately.;;;;;;;;;;;;x
YES_I_SHALL_ASK_MY_LIEGE;Yes, I shall ask my liege!;;;;;;;;;;;;x
YES_I_WILL_FACE_MY_GODS;Yes, I will face my Gods!;;;;;;;;;;;;x
YES_I_WILL_MY_GODS;Yes, I will, my Gods!;;;;;;;;;;;;x
YOUR_CLAIM;Your claim;;;;;;;;;;;;x
YOUR_SIZE;Your Size;;;;;;;;;;;;x
YOU_ARE_SUMMONED;You are summoned.;;;;;;;;;;;;x
CHAR_STATUS_PILGRIM;§Y$NAME$§! is not at court.;;;;;;;;;;;;
demand_vassal_religious_conversion_named;Demand that [Root.GetFirstName] embrace the [From.Religion.GetName] faith.;;;;;;;;;;;;
demand_vassal_religious_conversion_tooltip;[Root.GetFirstName] and the same faith members of [Root.GetHerHis] court receive an event.\n;;;;;;;;;;;;
demand_courtier_religious_conversion_named;Demand that [Root.GetFirstName] embrace the [From.Religion.GetName] faith.;;;;;;;;;;;;
demand_courtier_religious_conversion_tooltip;[Root.GetFirstName] and the same faith members of [Root.GetHerHis] court receive an event.\n;;;;;;;;;;;;
opinion_subjugated_vlad;Subjugated;;;;;;;;;;;;
EVTOPTD301;The more the better! Welcome this little bastard in the tribe.;;;;;;;;;;;;;x
coa_plain_aztec;Plain;Pur;Einfach;;Simple;;;;;;;;;x
MUST_BE_50_YEARS;50 years passed from last change;;;;;;;;;;;;;
MUST_BE_75_YEARS;75 years passed from last change;;;;;;;;;;;;;
MUST_BE_150_YEARS;150 years passed from last change;;;;;;;;;;;;;
MUST_BE_200_YEARS;200 years passed from last change;;;;;;;;;;;;;
title_spellsinger;Spellsinger;;;;;;;;;;;;;
mage_apprentice;Apprentice;;;;;;;;;;;;;
mage_apprentice_desc;This character is studying magic from a more expert wizard.;;;;;;;;;;;;;
apprenticeship_refused;Failed Apprentice;;;;;;;;;;;;;
apprenticeship_refused_desc;This character attempted to undertake the study of the arcane matters, with little success.;;;;;;;;;;;;;
healing_spell;Healing;;;;;;;;;;;;;
healing_spell_desc;Employ your healing powers on [Root.GetFirstName].;;;;;;;;;;;;;
province_scourged;Scourged Land;;;;;;;;;;;;;
province_scourged_desc;This land has been devastated entirely, fortresses destroyed and towns burned to the ground.;;;;;;;;;;;;;
opinion_scourged_lands;Scourged My Lands;;;;;;;;;;;;;
